sample_id,client_id,activity,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,heart_rate,temperature
18,4,cycling,1.2399,9.1617,0.4728,0.3543,0.1799,0.2672,21.9701,3.192,-37.3873,121.4235,37.2528
19,4,running,1.2086,9.1803,0.3034,0.4944,0.3755,0.3073,19.7252,4.3302,-40.1932,152.4551,37.4355
20,4,sitting,-0.1344,9.8054,0.7233,-0.0076,0.0368,-0.0591,19.3814,2.5194,-42.3238,72.9867,36.3451
21,4,standing,0.1259,9.2295,0.1652,0.0803,-0.007,0.0763,23.0982,3.8901,-43.4659,78.5038,36.498
22,4,cycling,0.5,9.2211,-0.1269,0.3271,0.2369,0.1186,19.4671,6.9369,-39.2543,122.3626,37.0937
23,4,cycling,0.2408,8.8071,0.782,0.3243,0.1956,0.1427,18.9648,2.8548,-37.4122,113.2388,37.1922
24,4,sitting,0.2732,9.9672,0.0187,-0.0146,-0.0584,-0.0577,22.2552,4.8283,-40.8308,61.8085,36.4479
25,4,walking,0.7624,9.6914,-0.0753,0.1498,-0.0055,0.0745,21.9531,5.9789,-42.5474,89.4928,36.7856
26,4,cycling,0.9854,9.7273,0.3652,0.4357,0.1085,0.0607,14.2926,7.2571,-40.4107,124.2851,37.221
27,4,walking,-0.266,9.4144,-0.1042,0.041,0.0746,0.1113,18.7738,7.9577,-39.0546,89.3036,36.7882
28,4,cycling,0.3837,9.0213,-0.0421,0.4371,0.225,0.1549,19.9955,1.3366,-39.9518,124.7949,37.1699
29,4,standing,-0.5667,9.6607,0.0643,0.0694,0.0514,0.0753,18.402,2.264,-42.967,76.2986,36.8538
30,4,sitting,-0.2872,9.8362,0.0775,-0.0736,0.0816,-0.0921,17.7962,4.9548,-40.9327,75.0302,36.572
31,4,lying,-0.0437,-0.1585,10.0538,-0.054,0.0928,0.0235,21.9675,2.1598,-40.5129,66.1174,36.8332
32,4,sitting,0.2115,9.6354,-0.0038,0.0194,-0.1411,0.0105,18.8866,3.0757,-39.7636,75.452,36.5158
33,4,running,0.6676,9.0158,0.6748,0.5391,0.2247,0.453,22.9691,3.0967,-39.2569,151.984,37.6331
34,4,cycling,0.8711,9.3869,0.4765,0.2695,0.2467,0.0702,18.5554,5.3039,-40.7523,118.0881,37.1181
35,4,standing,-0.3498,9.8828,-0.0354,0.1221,0.0641,-0.0558,21.9335,3.8544,-41.386,76.3895,36.4239
36,4,sitting,0.0687,10.1297,-0.4043,0.0164,-0.0057,0.0477,16.7413,5.682,-41.4193,63.6318,36.5835
37,4,sitting,-0.0809,9.8898,0.1279,-0.06,0.0063,-0.0563,19.1712,3.2582,-40.6665,59.7665,36.8734
38,4,cycling,0.4839,8.9514,0.2307,0.2666,0.1914,0.1507,20.5813,4.1066,-40.5763,121.9976,37.2856
39,4,sitting,-0.4953,9.6061,0.2955,0.0226,0.0131,-0.0611,20.1448,2.7137,-37.8974,71.049,36.3572
40,4,walking,0.2224,9.2677,0.3407,0.1889,0.0367,0.151,17.8155,3.7435,-40.2703,92.2528,36.6225
41,4,running,1.368,9.2085,0.9003,0.4471,0.3175,0.4048,22.2127,4.9682,-37.6565,149.0219,37.2096
42,4,sitting,-0.5053,10.1301,0.046,-0.0039,0.0854,-0.0385,20.4848,8.4819,-41.8297,68.7947,36.6267
43,4,running,0.8945,9.3093,0.5472,0.566,0.374,0.3775,21.0551,5.7446,-43.3785,150.6914,37.5669
44,4,sitting,0.339,9.6523,-0.115,0.0324,-0.0194,-0.0199,20.201,4.7977,-40.8605,63.7465,36.4266
45,4,running,0.9113,9.373,0.8098,0.463,0.3268,0.4341,18.7629,5.3602,-38.7738,147.9691,37.2314
46,4,lying,-0.1563,-0.3532,9.6494,-0.0338,0.0281,0.0361,18.8728,4.7229,-40.6343,59.9811,36.2477
47,4,sitting,-0.3483,9.9065,0.0875,-0.0645,0.0542,-0.0028,20.8406,2.9328,-39.971,65.5623,36.4179
48,4,sitting,-0.2206,9.6272,-0.0668,0.0557,0.0123,0.0186,19.1348,3.3428,-38.0038,80.39,36.4087
49,4,sitting,0.0144,9.6415,-0.5934,-0.0159,-0.029,-0.0603,19.7834,3.4378,-40.3793,64.1816,36.6405
50,4,lying,0.3125,0.2095,10.0487,0.0024,0.0043,0.0291,23.4467,4.9369,-38.3396,55.168,36.3726
51,4,cycling,0.9928,9.0835,-0.0735,0.2834,0.2164,0.2315,20.1113,5.313,-42.0559,116.5669,37.2757
52,4,standing,0.0791,9.4135,0.0811,-0.0608,0.0818,0.071,19.0226,8.7119,-40.1926,82.1329,36.5451
53,4,lying,-0.4884,-0.0717,9.3961,0.0221,-0.0319,0.0543,16.2596,5.4863,-41.056,61.8788,36.4864
54,4,running,0.7974,9.2324,0.719,0.5237,0.312,0.3782,21.4756,3.2046,-41.0753,150.3409,37.6861
55,4,standing,-0.1384,10.4745,-0.143,-0.0127,-0.0083,0.0303,19.9548,7.6675,-39.4049,76.4578,36.9398
56,4,running,1.6134,8.7782,0.7513,0.4677,0.2752,0.4631,17.8205,2.5755,-40.647,149.1007,37.7719
57,4,running,0.9155,9.5011,1.1515,0.4788,0.3802,0.3703,16.9712,4.1457,-44.1121,152.698,37.3357
58,4,sitting,0.3258,10.0313,-0.0938,0.024,-0.0118,0.1295,18.5597,5.3988,-40.5156,61.2403,36.2054
59,4,running,1.1631,8.5319,0.7698,0.4269,0.293,0.3561,13.9243,7.6273,-39.2119,148.2863,37.5096
60,4,lying,-0.53,0.2543,9.3969,-0.0552,-0.0481,0.0576,24.4843,4.2572,-37.0556,58.2113,36.3945
61,4,running,0.9351,9.1056,0.7619,0.4641,0.2945,0.3398,18.3793,4.0141,-44.136,150.4043,37.2572
62,4,walking,0.4381,9.1616,0.8144,0.1626,0.0404,0.1481,19.6957,7.4209,-38.6482,85.837,36.7273
63,4,lying,-0.3558,0.2461,9.8492,0.0066,-0.0044,0.0091,18.6652,5.4177,-42.1578,59.0696,36.6041
64,4,walking,0.3266,9.9208,-0.1297,0.1075,0.097,0.0048,19.198,5.5396,-42.1597,88.6838,36.4807
65,4,lying,0.2609,-0.2495,9.9038,0.1388,-0.025,0.057,20.9939,4.3161,-43.6216,57.137,36.6077
66,4,running,1.2672,9.0855,0.5913,0.4564,0.347,0.339,18.5985,6.1833,-39.3629,147.0144,37.1751
67,4,lying,-0.4759,-0.305,9.3595,-0.0846,-0.0369,-0.0471,23.1944,8.2741,-44.2984,60.6525,36.2692
68,4,sitting,-0.2503,9.885,0.0723,-0.0066,0.0053,-0.0148,18.1504,2.7415,-39.991,66.5121,36.4185
69,4,lying,-0.9077,0.1023,9.7219,0.0138,-0.0161,0.0826,22.5313,4.7864,-39.0149,62.6894,36.5971
70,4,running,1.1898,8.6848,0.9056,0.4616,0.3641,0.4271,20.7173,4.7553,-37.1037,146.2348,37.4004
71,4,walking,0.1633,9.6655,0.0212,0.1029,0.0474,0.1639,17.1543,3.6498,-41.604,95.5552,36.5572
72,4,walking,0.7242,9.5057,-0.0099,0.0725,-0.0463,0.0942,15.6594,2.9676,-37.5571,94.6923,36.8918
73,4,walking,0.4847,9.6987,0.1049,0.1551,-0.0354,0.1497,18.8,5.5023,-40.1255,85.4862,36.8649
74,4,cycling,0.8892,9.3741,0.5196,0.2847,0.1248,0.0998,18.0529,7.8661,-39.619,122.9279,37.1967
75,4,cycling,0.2075,9.3647,-0.1303,0.2406,0.1624,0.1749,20.2088,2.3238,-41.9795,120.2415,37.4872
76,4,running,1.4267,9.0826,0.9191,0.5246,0.2501,0.4052,19.4883,6.6978,-41.5255,151.8911,37.4428
77,4,running,0.8632,9.0937,0.8382,0.4713,0.3627,0.4302,17.7187,5.1304,-38.6499,136.7332,37.5277
78,4,lying,-0.041,-0.1053,9.8134,0.059,0.0576,0.0682,20.2449,3.2401,-39.2054,63.1107,36.196
79,4,sitting,-0.2841,9.6858,0.3262,-0.0531,-0.0522,0.0498,21.4689,5.8707,-43.0027,66.3095,36.5397
80,4,running,0.6424,8.9818,0.8288,0.5401,0.4184,0.3807,19.3385,5.4288,-40.6847,149.6825,37.5239
81,4,standing,0.5673,9.7972,0.6577,-0.0055,0.0736,0.078,22.2462,9.3177,-42.1362,71.8194,36.5643
82,4,walking,0.4539,9.6952,0.1689,0.1354,0.0552,0.0527,19.1563,6.8414,-38.0938,90.3217,36.9806
83,4,standing,0.3118,10.206,0.2631,0.1148,-0.0393,0.0824,18.0529,3.3717,-40.0883,68.5992,36.528
84,4,walking,0.2566,9.2767,-0.1492,0.1048,0.0682,0.0809,17.074,4.7402,-39.562,92.9261,36.9904
85,4,sitting,0.4224,9.8097,-0.1513,-0.0373,0.049,0.0259,22.5634,5.7206,-45.5132,65.7275,36.4797
86,4,lying,-0.1397,0.247,9.8562,-0.0307,0.0653,0.0376,17.461,3.294,-39.5341,60.2511,36.723
87,4,cycling,-0.1755,9.0193,0.3564,0.2879,0.1737,0.1798,17.5,4.7126,-40.4562,123.1125,36.948
88,4,lying,0.0486,0.6242,10.0706,0.0797,0.0018,0.05,22.0752,6.6681,-40.0487,64.5715,36.5237
89,4,standing,-0.1924,9.7516,-0.0615,0.0738,0.0683,0.0554,17.5795,1.4615,-38.2357,81.4077,36.9216
90,4,standing,-0.2268,10.3924,-0.2833,0.0709,-0.0108,-0.0595,22.1297,3.3695,-42.5274,72.4835,36.359
91,4,sitting,0.2036,9.8178,0.3788,-0.0525,-0.0402,-0.014,21.3797,7.4257,-41.2801,71.6573,36.979
92,4,running,1.1516,9.2335,0.6953,0.5449,0.4001,0.4542,19.4041,1.221,-41.3072,156.5455,37.2491
93,4,walking,0.8178,9.4597,-0.4374,0.1935,-0.0808,0.1664,21.0507,7.9219,-39.2497,91.725,36.8723
94,4,cycling,-0.0382,8.9463,0.1328,0.3395,0.2965,0.2193,22.5121,6.0305,-38.5566,117.4969,37.3191
95,4,walking,1.1847,9.6523,0.0399,0.0958,0.0503,0.1075,18.7826,2.8159,-38.2036,92.113,36.3707
96,4,standing,-0.0989,9.7276,-0.3796,0.0579,0.0029,0.0323,20.5929,8.4519,-39.4194,88.5407,36.4334
97,4,standing,-0.2578,9.8781,-0.2258,-0.0312,0.0672,-0.0877,17.5219,2.0221,-40.6384,74.9271,36.6063
98,4,walking,0.2956,9.539,-0.2268,0.0456,0.0613,0.1378,20.4706,6.0022,-39.3065,89.3822,36.7677
99,4,sitting,0.0409,9.817,-0.0243,0.1233,0.0089,-0.0429,20.2963,6.4997,-42.8006,70.8852,36.5831
100,4,cycling,0.0482,9.7486,0.3312,0.3116,0.2013,0.1054,20.5801,3.101,-39.1907,125.0926,37.2725
101,4,lying,0.176,0.402,9.9545,0.0601,-0.03,-0.0258,23.1735,3.5873,-40.6947,65.7996,36.2759
102,4,cycling,0.714,8.9432,-0.042,0.2926,0.2769,0.1297,23.0349,7.1943,-40.3312,118.6139,36.8636
103,4,running,0.723,8.6061,0.9702,0.4607,0.2762,0.4125,15.7332,3.8579,-41.6268,145.2048,37.3462
104,4,walking,0.4475,9.7029,0.1921,0.191,0.0896,0.0991,16.3051,2.4718,-40.1345,95.4794,36.7903
105,4,standing,-0.1721,9.6679,0.0878,0.1219,-0.0366,0.0774,19.6623,1.0699,-38.4727,71.4697,36.6031
106,4,lying,-0.0441,-0.5651,9.466,0.0881,0.0118,-0.0043,21.0902,4.0307,-41.7081,68.9858,36.374
107,4,lying,0.3276,-0.4404,9.4951,0.0834,0.0478,-0.0798,17.3936,5.0386,-40.936,60.1995,36.3416
108,4,cycling,0.6494,9.3138,0.3104,0.406,0.1105,0.0947,22.6024,1.9555,-41.6813,129.2468,37.2735
109,4,cycling,0.0951,9.4109,0.2866,0.2724,0.2135,0.1558,17.529,1.8754,-37.8942,125.4784,37.4761
110,4,standing,0.3849,10.1245,-0.3286,0.0449,0.084,0.032,21.5391,3.7227,-43.9384,80.7911,36.2511
111,4,cycling,-0.0823,9.4961,0.389,0.2727,0.14,0.1129,18.4144,6.6293,-37.9639,123.044,37.0516
112,4,walking,0.1094,9.5221,-0.1879,0.1013,0.1377,0.0642,20.4081,6.0812,-37.5673,85.0046,36.5408
113,4,sitting,-0.1531,10.482,-0.0938,-0.0881,0.0731,0.0088,22.5249,5.1602,-39.1607,65.7833,36.4168
114,4,sitting,0.2959,10.4417,0.1053,0.0293,-0.0445,-0.0104,16.6487,5.6665,-38.7476,65.1631,36.2034
115,4,standing,-0.3591,9.5156,-0.1531,0.0757,-0.0769,-0.1068,18.1179,4.9796,-41.5894,75.6311,36.127
116,4,lying,-0.1109,-0.1566,10.0188,-0.0108,-0.006,-0.0606,23.1396,1.8908,-43.9941,67.405,36.047
117,4,sitting,-0.2383,10.0016,-0.2477,-0.0558,-0.0335,-0.1277,19.3647,3.3844,-37.988,70.4745,36.3183
118,4,sitting,-0.0104,9.6878,-0.0379,0.0197,0.0039,0.036,18.2203,5.2463,-43.2327,75.4431,36.6403
119,4,standing,0.3808,10.171,-0.3785,0.0504,0.028,-0.0555,20.5392,6.5685,-41.5044,75.6432,36.4704
120,4,running,1.116,8.857,0.7519,0.5252,0.2703,0.423,20.2435,3.541,-40.2986,162.9089,37.5823
121,4,standing,0.3256,9.9739,-0.2627,0.0747,0.046,0.13,21.4067,5.1716,-38.197,70.1721,36.676
122,4,walking,0.6564,9.1437,0.3366,0.1064,0.0709,0.1179,20.9302,5.4141,-40.2858,96.216,37.1171
123,4,sitting,-0.2462,10.0549,-0.7131,-0.0434,-0.0758,-0.0534,21.5137,6.4667,-41.5135,70.4138,36.4566
124,4,running,1.4816,9.1251,1.0003,0.5741,0.3218,0.4455,20.1437,6.6138,-40.2134,151.8934,37.7239
125,4,cycling,0.2133,9.1563,0.811,0.3954,0.1558,0.1377,21.744,6.2996,-40.222,113.0097,37.3147
126,4,running,1.0034,9.522,0.9427,0.4844,0.2767,0.3787,16.7343,5.5517,-38.6846,147.4741,37.3404
127,4,walking,-0.2919,9.2991,0.647,0.1483,0.0961,0.1052,18.8669,4.1653,-40.3171,83.7098,36.7123
128,4,cycling,0.4946,9.5416,0.5529,0.3331,0.2417,0.1356,18.0013,3.4141,-38.7038,119.4163,36.9096
129,4,standing,0.8034,9.8467,0.1444,-0.0529,0.0065,0.0494,24.0629,7.7216,-42.5876,71.1607,36.9145
130,4,cycling,0.3417,8.75,0.8492,0.2664,0.13,0.0914,21.1375,5.4797,-39.0657,111.5969,37.3586
131,4,running,0.7009,9.1896,1.1908,0.4656,0.3937,0.3701,21.5061,5.15,-42.3009,155.5565,37.6875
132,4,running,1.1313,8.7039,0.6956,0.5271,0.3181,0.4801,19.9056,7.7669,-40.7201,148.648,37.4158
133,4,running,0.8476,9.3341,0.9086,0.4583,0.3267,0.3923,19.7093,6.7109,-41.5262,148.6288,37.2258
134,4,lying,0.2339,-0.479,9.9822,-0.0843,-0.0056,-0.0381,18.166,1.5811,-38.6343,61.6477,36.3933
135,4,lying,0.0156,-0.0754,10.5785,-0.0073,-0.06,-0.0858,21.007,4.598,-38.0096,56.6966,35.9608
136,4,standing,-0.5024,9.7789,0.508,0.068,0.0223,0.043,22.0178,4.9547,-39.3415,71.1483,36.8158
137,4,sitting,0.3302,9.654,-0.0745,-0.0401,-0.0385,-0.012,19.5396,5.6936,-39.7458,71.7868,36.5806
138,4,running,1.3231,9.055,0.2781,0.463,0.2947,0.3303,20.2775,8.1943,-41.6278,157.0131,37.6955
139,4,sitting,0.31,9.6991,0.1425,0.0721,0.0292,-0.0517,16.8972,5.0373,-40.1959,66.1991,36.7531
140,4,sitting,0.0624,9.3724,0.0118,0.0013,-0.0193,-0.0606,19.8885,6.8563,-39.2186,68.6962,36.5822
141,4,lying,-0.1379,0.0229,10.3771,-0.0463,-0.0119,-0.0064,17.1831,3.8043,-41.7473,60.5289,36.1815
142,4,lying,0.4736,-0.3171,9.7622,-0.0051,0.016,-0.0207,17.8101,1.2974,-39.1834,72.6857,36.2937
143,4,lying,0.1618,-0.0552,9.3792,0.0259,-0.0573,-0.0431,19.747,3.6217,-41.2386,56.1759,36.4114
144,4,walking,0.6411,9.3117,0.0131,0.1848,0.0533,0.1858,19.4202,7.0698,-39.276,83.3985,36.8359
145,4,running,0.8935,9.2512,0.9046,0.5541,0.2782,0.4172,19.4633,4.0653,-40.7917,146.5712,37.5912
146,4,walking,0.38,9.2889,0.201,0.1133,0.1097,0.1183,17.7257,5.5056,-40.6682,95.1895,36.3746
147,4,sitting,-0.231,10.5448,-0.0927,0.0014,-0.0453,0.0624,24.1868,8.2698,-39.6931,70.8536,36.2309
148,4,walking,0.0487,10.044,0.6052,0.0865,0.0432,0.1289,18.4377,4.2423,-41.4782,91.3596,36.7945
149,4,sitting,0.6298,10.0621,0.2568,-0.0289,-0.0058,-0.0215,20.4138,4.5306,-40.2799,69.4585,36.429
150,4,running,0.6773,9.3315,0.6787,0.5135,0.3327,0.2886,15.8484,4.7263,-40.3721,142.3591,37.7886
151,4,sitting,-0.153,10.0882,0.0952,-0.0379,0.0526,0.0465,18.4237,7.5917,-38.6518,78.4644,36.4792
152,4,sitting,-0.0002,9.7409,0.496,-0.0229,-0.0414,0.0052,18.6527,3.1774,-38.6519,76.4533,36.4319
153,4,cycling,0.4906,9.3232,0.0935,0.278,0.1375,0.1904,18.7892,5.4055,-42.7387,116.6064,37.2276
154,4,standing,-0.0022,9.7835,0.6237,-0.086,0.0049,-0.0132,20.3904,8.5832,-42.9681,68.7814,36.5084
155,4,walking,-0.0087,9.3981,0.1684,0.1612,0.0503,0.1386,19.8597,8.5122,-35.1662,91.7772,36.9161
156,4,sitting,-0.7325,9.4307,-0.1451,0.0655,-0.0666,-0.0522,18.0634,5.2393,-42.3462,69.4661,36.2706
157,4,sitting,0.115,10.0355,0.2754,-0.1208,-0.0148,-0.0145,15.5476,4.8436,-38.0093,64.4524,36.8286
158,4,cycling,0.7143,8.7758,0.2983,0.3243,0.1942,0.215,19.1084,4.3341,-41.0985,124.6,37.5792
159,4,lying,-0.2585,-0.501,9.237,-0.0202,-0.06,0.0359,17.2344,4.0914,-40.3264,67.9307,36.022
160,4,lying,-0.2198,-0.2915,9.5884,0.0282,-0.0033,-0.0072,19.3416,3.9875,-41.8055,63.0073,36.4921
161,4,running,1.0922,8.7901,1.0344,0.5683,0.2697,0.4014,17.7923,2.9538,-37.5947,152.8659,37.3383
162,4,sitting,0.0047,10.1148,-0.2739,0.0277,0.0211,0.0771,21.9334,5.7165,-41.8458,65.7142,36.8678
163,4,walking,0.1797,9.6283,0.1276,0.0919,0.1031,0.0318,23.8596,5.7424,-40.9516,83.8723,37.082
164,4,standing,0.0975,10.0647,-0.2263,-0.0517,0.0405,-0.076,19.0421,6.965,-37.9665,71.6787,36.1974
165,4,running,1.1345,9.0118,0.3952,0.4796,0.3086,0.4095,21.9635,3.5781,-42.6163,150.574,37.3268
166,4,running,1.3681,9.1663,0.7517,0.5044,0.3444,0.2767,17.9321,6.3898,-38.2009,147.3054,37.1441
167,4,sitting,-0.341,9.3963,0.237,-0.005,0.0439,-0.0001,18.9191,5.8107,-38.938,78.5078,36.5887
168,4,sitting,-0.1178,9.9232,0.1886,0.0963,-0.0162,-0.0231,20.0113,5.3526,-42.8949,73.1179,36.6566
169,4,sitting,-0.0899,10.0913,-0.5785,0.0816,-0.0338,0.0343,17.8248,2.211,-40.8996,58.5007,36.5898
170,4,lying,-0.3197,-0.5586,10.1681,0.0212,-0.0028,0.0085,19.5086,2.0779,-38.2252,52.8018,36.8066
171,4,lying,0.2285,0.21,9.865,0.0013,-0.0129,-0.0908,19.9695,6.5386,-37.8359,59.8785,36.7304
172,4,lying,-0.3126,0.377,10.0196,-0.0265,-0.0638,0.0209,20.5087,7.1923,-40.4156,49.7785,36.6009
173,4,cycling,0.3979,9.098,0.2476,0.2798,0.1911,0.1413,21.7216,4.9014,-39.4455,118.2446,37.4046
174,4,cycling,0.7726,9.3029,0.3628,0.3368,0.1959,0.1961,21.587,4.608,-37.7443,111.9191,37.0748
175,4,walking,0.3952,9.2236,0.4698,0.0548,-0.0704,0.1585,22.5489,3.415,-39.4439,84.444,36.895
176,4,standing,0.1857,9.9192,-0.2539,0.0047,0.1034,-0.0659,18.3245,5.3566,-37.4475,73.2586,36.5074
177,4,standing,-0.1039,9.5056,0.0866,0.0962,-0.0626,-0.0003,19.162,6.1532,-41.3317,82.4361,36.5454
178,4,standing,-0.3796,9.8621,0.2176,0.0668,0.0254,-0.0095,18.6604,1.6629,-39.1364,82.3851,36.5771
179,4,cycling,0.004,9.2958,0.7651,0.2857,0.2449,0.1611,21.4561,5.0135,-39.0718,119.2424,37.3807
180,4,cycling,0.6506,9.1895,0.4523,0.3071,0.2964,0.095,19.1462,0.4205,-39.8978,128.3283,37.003
181,4,running,1.4095,8.4671,0.5658,0.3704,0.355,0.3955,20.6539,1.8108,-36.6987,150.6772,37.3512
182,4,walking,-0.0737,9.425,-0.1928,0.099,-0.0328,0.1144,23.9193,3.708,-40.7259,95.6042,36.7839
183,4,sitting,-0.503,9.862,-0.0884,0.0404,0.0337,0.003,20.6226,8.4681,-39.5776,66.3004,36.4952
184,4,sitting,0.458,9.8321,-0.2025,0.0515,-0.036,0.0731,19.4393,3.3361,-39.7093,65.1384,36.7121
185,4,sitting,-0.0625,9.8306,-0.0126,-0.0012,0.0209,0.0203,19.3816,5.969,-43.5882,69.5061,36.5639
186,4,walking,-0.0041,9.6495,0.009,0.2181,-0.0011,0.105,19.6654,5.0284,-42.1997,88.5822,37.226
187,4,lying,0.2826,-0.0215,10.0722,0.0004,0.1407,-0.0415,17.9626,6.8786,-42.0335,55.8874,35.959
188,4,running,1.3339,8.9011,1.1355,0.5139,0.3423,0.4623,22.589,8.6179,-39.1229,149.6877,37.4367
189,4,walking,0.1727,9.4391,0.7031,0.1072,0.0076,0.1124,19.2296,6.2607,-41.4106,84.7893,36.8758
190,4,sitting,0.518,9.683,0.2887,0.0526,-0.1126,0.0387,20.9201,3.7812,-39.04,72.9345,36.5797
191,4,running,1.4843,8.57,0.7417,0.4444,0.2829,0.4043,17.2068,4.3875,-42.6291,146.8659,37.6379
192,4,cycling,0.7389,8.873,0.6679,0.3696,0.2065,0.1545,24.2464,5.227,-40.3522,117.7197,37.3308
193,4,lying,0.19,-0.0669,9.7033,-0.0168,0.0117,0.0423,22.8833,4.494,-39.7271,53.2972,36.8492
194,4,sitting,-0.3495,10.1529,0.0814,0.0673,-0.0318,-0.0186,20.1581,5.8502,-40.4779,74.8174,36.3855
195,4,running,0.9871,8.8701,0.8683,0.524,0.2318,0.4134,20.7006,2.1568,-37.6675,145.469,37.5679
196,4,sitting,0.1713,9.934,0.1146,0.047,-0.0045,0.0086,18.8047,3.0304,-39.1791,68.444,36.5995
197,4,walking,0.2021,9.9162,0.3022,0.1112,-0.0701,0.1211,18.0307,3.6663,-37.8352,92.857,36.8412
198,4,walking,0.3448,9.5129,-0.0658,0.0462,0.1116,0.1285,20.6508,8.4403,-41.3167,84.1049,36.6501
199,4,standing,0.4427,10.283,-0.0248,-0.0477,0.0309,0.093,22.3888,5.6584,-42.0937,73.8914,36.6185
200,4,running,0.9829,8.7812,1.2773,0.5001,0.3012,0.3484,16.3321,9.7458,-40.321,154.4037,37.3288
201,4,lying,-0.0598,0.3,9.7481,0.0223,0.0583,0.0995,22.775,5.113,-39.7831,56.5887,36.5145
202,4,cycling,0.4035,8.4306,-0.2896,0.2847,0.1167,0.1911,19.7868,8.3202,-42.4172,117.3867,36.9603
203,4,standing,0.0514,9.3028,-0.0262,-0.1104,0.0618,-0.0342,22.671,7.8241,-44.0272,74.3881,36.3509
204,4,cycling,0.6527,9.1942,0.3408,0.3147,0.3001,0.1541,17.4799,-0.4939,-42.1396,119.8021,37.2334
205,4,lying,-0.4062,0.5903,9.659,-0.0012,-0.085,-0.0312,20.0968,6.0805,-41.3171,67.6387,36.276
206,4,cycling,0.3203,8.9484,0.44,0.2746,0.1584,0.1824,20.3968,4.8873,-42.8557,113.5597,37.1783
207,4,sitting,0.1544,10.1468,-0.1038,0.0161,0.1041,0.0017,22.6198,5.277,-39.0719,73.9596,36.4834
208,4,running,1.3895,9.1403,1.3482,0.4318,0.2345,0.2968,20.5867,5.3459,-39.8157,148.0111,37.4685
209,4,walking,-0.2182,9.7411,0.359,0.1765,0.0989,0.0421,22.9295,3.3499,-39.7004,93.2757,37.0012
210,4,lying,-0.0082,-0.2793,10.0191,-0.0014,0.0211,0.0093,21.5461,1.9705,-38.7413,65.0235,36.6398
211,4,standing,0.0796,10.1347,-0.4606,0.0795,-0.031,-0.0409,19.4356,6.5619,-37.7781,70.2684,36.709
212,4,sitting,0.4115,9.965,-0.2104,0.0433,0.0358,0.0628,21.0202,5.439,-41.3123,57.504,36.5042
213,4,standing,-0.151,10.1962,-0.3573,-0.0498,0.0753,-0.0652,20.4114,4.2795,-39.2269,78.9812,36.753
214,4,running,1.8354,8.81,1.0904,0.5703,0.2359,0.4222,19.2908,3.8102,-35.2132,149.4615,37.6017
215,4,running,1.5143,9.0996,1.0104,0.5124,0.231,0.4238,21.7207,5.8779,-42.1576,149.0627,37.7317
216,4,sitting,0.1869,9.3435,-0.1047,-0.09,-0.0319,-0.0698,19.9671,5.1433,-41.6363,66.3435,36.5173
217,4,cycling,0.1389,9.1583,-0.0896,0.273,0.1256,0.1974,17.0149,3.802,-40.2792,115.3978,37.262
