sample_id,client_id,activity,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,heart_rate,temperature
14,5,standing,-0.2405,9.3756,0.1135,-0.0042,-0.0006,0.04,20.7386,5.3152,-44.3988,74.6626,36.2696
15,5,running,1.2342,8.7105,1.0317,0.4944,0.2501,0.2395,15.3352,4.4691,-42.9985,157.0965,37.5097
16,5,sitting,-0.3492,9.6984,0.0085,0.1036,0.0656,0.0655,17.6072,3.4743,-40.7563,70.229,36.3909
17,5,sitting,0.0602,9.6685,0.2638,-0.0715,-0.0674,-0.0932,19.4907,3.6473,-42.3424,68.7817,36.5254
18,5,standing,-0.0601,9.8018,-0.0068,0.0141,0.0453,-0.0289,23.0307,-0.3424,-38.5266,77.2103,36.733
19,5,running,1.5459,9.1442,1.1629,0.4438,0.323,0.3772,20.9242,6.3264,-38.6173,150.4497,37.4541
20,5,sitting,-0.1894,9.7326,0.5699,-0.0031,-0.0073,-0.0392,19.6601,4.42,-36.5772,71.6937,36.6019
21,5,running,1.7172,9.3334,0.909,0.4849,0.3406,0.385,20.9513,3.3411,-40.3374,150.4731,37.6056
22,5,sitting,0.0295,9.9773,0.0514,0.0063,0.0142,0.0715,19.2416,9.5958,-42.405,60.1541,36.7154
23,5,sitting,0.1789,9.9106,-0.1537,0.0612,-0.0055,0.0068,20.7325,4.8145,-40.7048,60.0768,36.3297
24,5,standing,-0.1371,9.8285,0.7325,-0.0275,0.0119,0.0237,20.0524,4.0448,-41.5127,74.8817,36.6738
25,5,standing,-0.1083,9.7405,-0.105,0.0843,0.0224,0.0304,21.3852,2.8952,-43.0841,73.0797,36.6322
26,5,running,1.5578,8.6994,0.864,0.4661,0.2386,0.3484,20.3948,4.5387,-42.2946,157.0379,37.6384
27,5,walking,-0.043,9.5852,-0.2781,0.094,0.0206,0.1209,20.0942,1.4468,-37.509,96.6937,36.6545
28,5,running,0.6998,8.9966,0.8425,0.3655,0.2727,0.3515,19.1795,2.9216,-39.7979,141.5363,37.2915
29,5,running,1.1812,9.3359,0.6143,0.467,0.2684,0.3528,20.7569,5.9691,-43.3874,160.3723,37.3451
30,5,running,1.2638,8.4732,1.2763,0.4702,0.2841,0.3798,17.2464,3.8715,-40.0934,155.0414,37.885
31,5,running,1.6485,9.0441,0.5549,0.5415,0.3115,0.3431,21.0847,4.3813,-39.4337,146.0447,37.5896
32,5,cycling,0.6404,8.9465,0.5985,0.3277,0.1712,0.2001,21.4362,4.4362,-40.72,112.6086,37.0648
33,5,lying,0.2183,-0.4075,9.7406,-0.0228,0.0113,0.0276,20.0546,6.4777,-38.4257,61.518,36.6494
34,5,cycling,0.5403,9.113,-0.2569,0.3371,0.2431,0.1033,22.8834,5.891,-39.4685,121.6731,37.4649
35,5,sitting,-0.7073,9.7666,0.0682,-0.0266,-0.0483,-0.0014,18.8839,5.1043,-40.8335,72.0527,36.5616
36,5,standing,-0.465,9.8613,0.517,-0.0394,0.0084,0.0206,20.3698,5.4798,-38.3366,73.2791,37.0324
37,5,walking,0.0692,9.6648,0.0139,-0.0102,0.1119,0.0248,17.6193,1.7133,-43.0787,89.1775,36.8547
38,5,lying,0.1731,-0.0794,9.8229,0.0849,-0.0593,0.065,20.8514,4.6395,-39.1248,53.8122,36.1242
39,5,cycling,0.5901,9.0122,0.5458,0.3927,0.2331,0.0362,22.5058,9.3996,-38.3758,121.7152,37.3394
40,5,cycling,0.4752,8.7474,-0.1514,0.3158,0.238,0.1588,23.4557,5.968,-37.2618,113.3932,37.5535
41,5,walking,0.3458,9.481,0.1792,0.1187,-0.0198,0.1697,21.3895,4.381,-40.8416,88.0373,36.802
42,5,standing,-0.4531,9.5004,0.0582,0.0514,-0.0339,-0.0664,23.2319,3.2761,-43.3989,78.1714,36.8446
43,5,sitting,-0.0166,9.6074,0.2734,-0.0141,0.0681,0.0584,21.7427,4.8432,-37.6621,66.9424,36.2671
44,5,running,1.0659,9.3739,0.4843,0.462,0.2685,0.3476,23.7463,3.6521,-44.1088,142.2778,37.5182
45,5,running,1.8885,9.1467,0.8367,0.5097,0.3449,0.456,18.5914,3.78,-40.4429,146.2683,37.5475
46,5,walking,0.0331,9.7546,0.3068,0.1902,0.0671,0.1245,21.0875,6.3388,-39.6035,93.3676,36.9555
47,5,sitting,-0.1711,10.1739,0.3466,0.0526,0.0553,-0.1252,19.5375,6.0023,-39.0512,65.1019,36.317
48,5,cycling,0.9562,8.3471,0.5889,0.2344,0.0693,0.0854,22.1208,4.4082,-39.2808,123.7812,37.1455
49,5,lying,0.4277,0.2835,10.0272,-0.0125,-0.1055,-0.1152,19.1528,5.4586,-39.4027,62.0901,36.4514
50,5,lying,0.3885,-0.2102,9.3842,-0.0218,0.0453,0.0337,18.3157,3.0733,-39.6486,62.7925,36.706
51,5,cycling,0.7567,8.8546,0.1907,0.2316,0.0637,0.1385,19.156,4.9452,-40.6157,115.6273,36.6782
52,5,standing,0.0025,10.3777,0.0636,0.0273,0.0232,0.0139,18.5974,6.879,-42.4923,74.4676,36.4444
53,5,lying,-0.0893,-0.1311,9.9716,0.0594,0.0716,0.0388,18.4174,4.2121,-42.9088,60.0947,36.5173
54,5,standing,0.0733,9.9557,-0.3563,0.0169,-0.004,-0.0383,19.646,7.0,-43.0425,78.9417,36.7078
55,5,walking,0.2223,9.4217,0.0931,0.0693,0.0315,0.1417,18.9731,8.8403,-38.2748,86.1985,36.8113
56,5,running,1.1211,8.9962,0.8884,0.5779,0.276,0.3974,19.2987,7.2633,-40.7254,151.0265,37.5026
57,5,sitting,-0.2381,10.1,-0.2448,-0.0098,-0.0846,-0.0213,19.8217,3.6097,-41.6455,75.9391,36.4203
58,5,standing,0.3227,9.5732,0.2503,0.0032,0.12,0.0735,21.0155,7.3286,-41.3445,73.9461,36.4995
59,5,sitting,-0.5387,9.6348,0.1293,0.03,-0.0229,0.0579,23.207,-0.8162,-39.0928,63.1872,36.4427
60,5,lying,0.3931,0.3783,9.655,-0.0571,0.0443,-0.1168,18.6501,6.0769,-38.3001,54.8201,36.2734
61,5,standing,0.555,9.5995,-0.3746,0.0447,0.0303,-0.0309,16.3207,4.873,-40.866,75.1226,36.5379
62,5,cycling,0.1344,9.4289,0.4019,0.3334,0.1722,0.1612,18.0179,7.5988,-37.6884,114.2309,37.467
63,5,running,0.6124,9.5012,0.4698,0.4774,0.2893,0.4057,23.6419,7.8825,-39.5934,152.0464,37.8881
64,5,sitting,-0.6045,9.919,0.019,0.0346,-0.016,-0.0337,20.6066,5.1063,-37.2317,68.1417,36.1906
65,5,running,1.7648,8.764,1.3701,0.5142,0.3243,0.4211,22.5733,5.8966,-40.8128,154.0244,37.5654
66,5,standing,0.1676,9.8531,-0.8392,-0.0435,0.0463,-0.0039,20.6192,3.8561,-40.0344,79.0828,36.5929
67,5,cycling,0.1426,9.8358,0.5716,0.2985,0.1952,0.2247,18.3291,3.547,-39.9468,116.8466,37.3256
68,5,sitting,-0.3363,9.4418,0.5486,-0.0074,0.0591,-0.0697,20.9593,0.7519,-40.1762,65.239,36.3527
69,5,cycling,0.9457,9.1627,-0.031,0.2278,0.2252,0.1235,16.8647,5.9191,-36.7858,116.389,37.6694
70,5,walking,0.2305,9.1816,0.357,0.1133,0.1175,0.0991,19.8534,7.8091,-40.8817,91.3523,37.0887
71,5,cycling,0.2696,9.1821,-0.388,0.2605,0.1847,0.1437,20.5723,7.1623,-39.9049,123.2198,36.8966
72,5,walking,0.1488,9.6723,0.3881,0.0843,0.1216,0.1084,17.8051,5.4366,-39.3995,92.3373,36.709
73,5,standing,0.3368,10.2619,0.0427,-0.0245,0.0323,-0.0273,19.4131,6.3858,-41.5601,71.2542,36.7941
74,5,sitting,-0.3129,9.627,-0.5065,-0.0004,-0.0601,0.0178,20.0309,6.0799,-41.7339,71.932,36.5135
75,5,cycling,0.28,9.2222,0.5803,0.3302,0.1512,0.1805,18.4799,4.8084,-37.253,121.7077,36.9431
76,5,standing,0.0835,9.5555,-0.1474,0.033,0.0113,0.0262,20.3818,4.6332,-37.5231,69.2467,36.9949
77,5,running,0.9932,9.2948,1.035,0.4768,0.361,0.3319,19.3322,4.8489,-40.9647,151.1869,37.5978
78,5,lying,0.0498,0.4701,9.9814,-0.0175,0.032,-0.0052,18.8199,5.3184,-42.3903,55.4063,36.4305
79,5,sitting,0.3643,9.5876,0.3707,-0.0188,0.0068,0.0502,19.18,2.8679,-40.6042,70.2138,36.4005
80,5,sitting,0.3899,9.8911,-0.373,-0.0215,0.041,-0.0107,19.8782,3.758,-35.4309,63.9996,36.4767
81,5,walking,0.0543,9.0624,-0.1742,0.1358,0.0964,0.2705,19.6158,5.5776,-35.7571,85.242,36.7827
82,5,walking,0.2852,9.2753,0.0945,0.0819,0.0599,0.0771,22.3313,5.1027,-37.4581,82.446,36.7795
83,5,lying,0.1438,-0.652,9.2978,0.0284,0.0768,0.021,21.858,7.7698,-41.2228,63.6065,36.3386
84,5,lying,0.065,0.0177,9.3426,-0.0608,0.1431,-0.0079,18.9585,8.652,-41.0288,63.5647,36.3182
85,5,sitting,0.0127,10.3103,0.1937,-0.0489,0.06,0.0736,20.583,5.6982,-42.5213,75.3542,36.8288
86,5,standing,0.3004,9.5505,0.6556,0.0983,0.0194,-0.0462,19.9188,3.9333,-37.1396,78.4099,36.7083
87,5,lying,0.0013,0.158,10.2797,-0.0562,0.014,-0.0521,19.1391,2.5097,-42.5076,58.1744,36.6224
88,5,walking,0.2665,9.1991,0.4503,0.1016,0.0634,0.0319,18.1101,4.7316,-46.5431,82.9979,36.5027
89,5,cycling,-0.008,9.7635,0.0819,0.3001,0.0889,0.2086,21.9437,4.2997,-41.2189,114.2521,37.0178
90,5,lying,0.3983,-0.1193,9.8425,-0.0499,-0.0183,-0.0507,17.9048,1.4422,-39.8196,54.2266,36.8102
91,5,walking,0.2837,9.4364,0.1811,0.0814,0.0219,0.0954,17.4641,3.7876,-40.8882,89.715,37.3419
92,5,standing,0.1044,9.4078,-0.252,0.0686,0.021,0.1288,20.4438,7.3591,-40.2413,79.8682,36.5255
93,5,lying,0.2623,0.1418,9.7821,-0.0767,-0.0354,0.0192,22.4653,5.1925,-41.7561,56.0374,36.4108
94,5,running,1.0643,9.2247,1.0385,0.4377,0.2808,0.4451,20.0872,5.5923,-40.3003,152.716,37.6342
95,5,running,1.2307,9.4969,0.9882,0.4278,0.312,0.5037,19.5671,1.4661,-35.7977,150.2004,37.4233
96,5,standing,0.1304,9.8294,0.2643,0.0139,0.0308,0.0404,21.7596,9.0536,-40.5299,73.8604,36.6749
97,5,walking,0.9206,9.63,-0.2002,0.1116,0.0605,0.0888,18.3752,2.7963,-42.4008,87.392,36.6316
98,5,cycling,0.3821,9.1092,0.005,0.3151,0.1557,0.1276,19.0407,4.8708,-40.0202,123.3078,37.5438
99,5,walking,0.1747,9.8852,0.083,0.0232,-0.0151,0.0879,19.9824,4.8382,-40.1439,95.8604,36.8342
100,5,cycling,-0.1437,9.5383,0.28,0.1928,0.1634,0.1971,19.933,5.4214,-35.264,124.8606,36.8895
101,5,cycling,0.228,9.0339,0.2976,0.223,0.2379,0.1745,18.3276,5.8337,-37.2694,119.1711,37.1349
102,5,running,1.1817,9.2531,0.5008,0.473,0.3025,0.3577,20.8958,6.1771,-38.1025,141.2622,37.1616
103,5,sitting,0.1445,9.9044,0.1104,0.0556,0.015,-0.0669,22.1334,8.057,-37.5772,63.7771,36.3683
104,5,cycling,0.0265,9.6162,0.2807,0.4597,0.2021,0.1542,21.5947,10.2002,-38.7003,118.7709,36.8126
105,5,lying,-0.0038,0.4461,9.53,0.0439,-0.0995,0.0488,16.8881,3.6778,-42.0065,60.1101,36.6071
106,5,sitting,0.2046,9.8254,0.1782,-0.0378,-0.0065,-0.0022,19.3947,9.2192,-42.0209,70.0487,36.5404
107,5,lying,-0.235,-0.3169,9.7253,0.0035,0.0235,0.117,21.4573,3.5954,-39.4637,62.842,36.4026
108,5,running,0.9835,8.9789,0.3329,0.5693,0.3587,0.3891,18.1353,8.3913,-39.2865,147.6675,37.1372
109,5,standing,-0.0981,9.6796,0.2431,0.0576,0.0007,-0.0673,17.8565,6.3843,-38.4482,76.4376,36.6184
110,5,cycling,0.8131,8.9184,-0.135,0.2998,0.166,0.0916,21.1969,3.7303,-37.1837,114.0474,37.3254
111,5,cycling,0.761,9.176,0.2571,0.2484,0.2264,0.1576,22.9244,3.9237,-40.4104,114.0675,37.1695
112,5,walking,0.3813,9.5845,0.5134,0.1041,0.0058,0.1221,19.9272,6.7926,-39.4805,79.566,36.8542
113,5,standing,0.3591,10.0331,0.1292,0.0022,0.1021,0.0057,21.089,3.3965,-37.0441,79.3004,36.6174
114,5,cycling,0.262,9.1427,0.0866,0.3679,0.1911,0.1185,18.6759,6.6023,-38.4993,120.1548,37.0634
115,5,running,0.7871,9.1111,0.653,0.5347,0.2176,0.316,24.898,2.5857,-36.306,155.9062,37.8327
116,5,running,1.3067,9.0294,0.9953,0.5744,0.3714,0.4405,16.9508,4.1118,-41.6622,144.2913,37.3561
117,5,lying,0.0957,0.1562,10.0797,0.006,0.0052,0.0072,21.2368,11.4168,-41.0032,55.5284,36.4294
118,5,walking,-0.0892,9.7076,0.1646,0.1499,0.0047,0.128,19.6178,5.1052,-37.9306,78.8909,36.6982
119,5,lying,0.7454,0.0621,10.0085,-0.0068,-0.0385,0.0168,17.5292,1.5017,-38.3791,63.6573,36.3636
120,5,sitting,0.2835,10.2335,-0.0302,-0.0256,0.0309,-0.0329,20.2939,2.1806,-39.4974,62.77,36.0748
121,5,standing,0.3557,9.8199,0.4244,0.0735,0.0361,0.009,20.7067,5.55,-40.8026,83.0051,36.5229
122,5,running,1.1719,9.141,0.9163,0.4258,0.2829,0.4395,19.6187,-0.7001,-41.3762,153.7259,37.1752
123,5,walking,0.2255,9.9134,0.8684,0.1472,0.0692,0.0872,22.2037,3.0128,-37.7626,92.1602,37.2741
124,5,standing,-0.766,10.2125,0.298,0.0946,0.0591,0.0129,17.9427,5.5348,-40.3872,65.2887,36.6498
125,5,running,0.5036,8.8837,0.7046,0.396,0.2447,0.4772,21.9561,2.5159,-40.3519,143.5776,37.422
126,5,lying,0.0636,0.3633,9.77,-0.0776,0.0567,0.0102,21.0393,3.8564,-40.3803,55.2067,36.1311
127,5,standing,0.0721,10.0931,-0.3206,-0.0828,-0.027,0.0144,21.426,6.0689,-43.9823,70.9632,36.4918
128,5,standing,-0.2423,10.337,0.6879,0.0104,0.0402,-0.026,20.9058,8.9037,-40.7128,76.2688,37.0871
129,5,lying,0.5976,0.1082,9.3584,0.0133,0.0221,-0.1036,18.4744,3.8903,-42.8314,59.0838,36.3998
130,5,standing,0.0461,9.9285,0.1344,0.0134,-0.0458,0.0592,15.371,1.6535,-38.758,74.5886,36.991
131,5,running,1.1884,9.5283,0.7602,0.5542,0.3424,0.4167,20.9104,5.9032,-42.5342,159.1362,37.2727
132,5,running,1.2828,8.7907,0.6315,0.4936,0.2809,0.3426,16.7526,3.8371,-39.3184,137.112,37.8284
133,5,lying,0.3286,0.4218,9.5691,-0.0026,-0.0536,0.0241,21.404,4.6676,-42.9339,60.3429,36.3879
134,5,sitting,0.2993,9.3931,0.1603,0.0517,-0.0046,-0.0551,20.0233,3.5861,-40.5543,71.6954,36.4461
135,5,running,0.5863,8.7296,0.54,0.5953,0.3173,0.3716,19.417,5.0468,-40.634,141.4888,37.753
136,5,standing,0.1855,10.2056,-0.3316,0.1018,-0.007,0.0438,22.3294,6.0048,-37.6151,64.753,36.8177
137,5,running,1.5749,8.7407,1.0249,0.4668,0.376,0.4708,17.6638,4.1737,-42.0378,149.2668,37.5812
138,5,running,1.3635,9.467,0.6551,0.4238,0.2956,0.496,18.6966,5.9883,-37.7899,148.7348,37.6139
139,5,running,1.2701,9.7946,0.25,0.5158,0.1869,0.4152,22.1387,6.6131,-37.6567,142.1057,37.6688
140,5,cycling,0.4811,9.5434,0.1775,0.2927,0.2803,0.1658,16.4292,7.2876,-41.2135,111.1242,36.9125
141,5,sitting,-0.0243,9.6121,0.021,0.0238,0.0128,0.0439,22.6522,2.5467,-39.9074,74.1636,36.4872
142,5,running,1.7264,9.2465,0.3782,0.4938,0.2765,0.4432,16.9684,5.0744,-39.2411,146.6595,37.6649
143,5,cycling,0.5705,9.6289,0.2924,0.3156,0.3084,0.1467,20.6958,3.0193,-36.7337,116.5701,36.8148
144,5,lying,-0.3168,-0.4354,9.7053,-0.0391,-0.0501,-0.0268,18.9329,4.1329,-38.4658,66.2309,36.468
145,5,lying,-0.2312,-0.2699,9.5232,0.0037,0.1593,-0.0728,23.8161,7.3663,-41.653,69.6532,36.4213
146,5,cycling,0.5721,9.3622,-0.1658,0.3052,0.2302,0.1531,19.9017,4.9654,-33.511,118.8818,37.4029
147,5,running,1.5866,8.4598,1.0985,0.4881,0.2485,0.3171,22.1699,4.5129,-37.658,148.929,37.3353
148,5,running,1.04,9.0121,1.2275,0.4246,0.3858,0.328,18.9497,3.6342,-39.5688,147.1071,37.0955
149,5,running,1.0522,8.2741,0.7877,0.5059,0.3611,0.3706,21.8518,4.5802,-37.3245,141.8652,37.6223
150,5,walking,-0.002,9.3393,0.3181,0.2456,-0.0107,0.0054,20.5304,4.4218,-39.5686,87.7535,36.5022
151,5,cycling,-0.0308,9.5989,0.484,0.3131,0.2836,0.1666,18.842,8.2684,-40.0782,123.0434,36.9009
152,5,cycling,0.6116,9.0562,0.5881,0.3021,0.2308,0.178,16.8229,9.104,-41.2243,117.0572,37.216
153,5,running,1.5443,9.1373,0.769,0.521,0.3278,0.3607,21.8237,3.3708,-39.7077,151.9476,37.6088
154,5,walking,0.8752,10.084,0.0536,0.0688,0.0207,0.0211,16.3508,7.0294,-42.9834,88.6795,36.698
155,5,sitting,-0.2809,9.3401,0.1798,0.1373,0.0491,-0.0211,17.7828,6.9765,-40.8637,65.996,36.5429
156,5,sitting,0.4276,10.4398,-0.3896,-0.0505,0.0002,-0.0538,20.0111,-0.3216,-39.6288,69.292,36.1201
157,5,standing,-0.2908,9.9524,0.2622,0.0335,0.0408,0.0573,21.8734,7.9647,-42.3391,74.877,36.4293
158,5,lying,-0.0831,-0.3143,10.2548,0.1629,-0.0197,-0.026,21.2848,6.709,-41.3596,66.926,36.3838
159,5,cycling,0.5481,10.0461,0.2846,0.2913,0.2057,0.2099,20.1075,5.8564,-41.0088,116.3017,36.8984
160,5,standing,0.3945,10.2638,0.0546,-0.0053,-0.0241,0.0035,20.6982,8.8661,-39.3857,67.1304,36.5472
161,5,cycling,0.8748,9.0995,0.5201,0.2885,0.1948,0.161,20.6915,3.7047,-43.5227,122.0345,37.4117
162,5,lying,-0.1134,0.0508,9.9909,0.1158,0.0728,0.0225,18.0276,6.2996,-42.7065,55.6242,36.4805
163,5,running,1.5035,9.7021,1.2078,0.499,0.3137,0.3308,19.3909,6.4374,-40.2476,153.9541,37.4843
164,5,running,1.5904,8.6231,0.7843,0.4145,0.3743,0.2622,19.9261,5.4778,-38.704,155.965,37.537
165,5,standing,-0.0951,9.9169,0.0611,-0.0115,-0.0258,0.0398,22.0487,5.2542,-41.4028,75.1107,36.8511
166,5,walking,0.7285,9.2286,-0.3891,0.0952,0.0315,0.0482,18.3571,10.0476,-41.0411,93.3599,36.7051
167,5,standing,0.1589,9.5661,0.2081,-0.0147,-0.0016,0.0364,22.291,3.5685,-39.3858,83.7386,36.7429
168,5,standing,-0.1941,9.868,-0.4529,0.0847,-0.042,-0.0119,20.463,6.2099,-40.5299,68.5685,36.749
169,5,sitting,0.313,9.805,-0.0651,0.0506,-0.0083,0.0123,22.017,7.6479,-42.5336,67.8409,36.5632
170,5,sitting,-0.3476,9.7256,0.0733,0.0014,0.0937,-0.0245,18.0562,5.0633,-45.3539,70.5945,36.5908
171,5,walking,0.0301,9.4384,0.8218,-0.01,0.0006,0.0507,19.4566,5.082,-37.117,86.4301,36.8509
172,5,cycling,0.5053,9.4101,0.1482,0.3167,0.19,0.1599,20.5665,6.2851,-39.6532,126.5186,37.1234
173,5,running,1.337,9.1683,0.3635,0.5568,0.3631,0.329,17.8685,4.2299,-39.4965,139.0431,37.6013
174,5,standing,0.8127,9.6441,-0.1195,-0.0159,0.0021,-0.0172,19.3241,8.0577,-41.5116,75.5401,36.5036
175,5,sitting,0.1598,9.7571,0.2566,-0.0364,-0.0199,-0.0196,21.4791,3.0292,-37.6741,75.3521,36.4587
176,5,cycling,0.6463,9.0958,-0.2699,0.296,0.1349,0.1748,20.8878,4.0697,-40.6183,128.2233,37.1716
177,5,sitting,-0.0594,9.7809,0.0473,-0.0624,-0.0596,0.0357,19.9351,7.4487,-39.7754,74.9993,36.1081
178,5,lying,-0.1813,-0.2808,9.9615,-0.0304,0.0732,0.0486,17.9934,5.6815,-38.9915,58.7646,36.4581
179,5,sitting,-0.4483,9.9409,-0.5503,0.042,-0.02,-0.0045,21.7744,1.6721,-41.2616,69.0242,36.5155
180,5,cycling,0.3234,9.3094,0.3815,0.2959,0.0733,0.1456,22.1933,7.3819,-36.5431,113.8486,37.2716
181,5,walking,-0.1355,9.2514,0.2185,0.0845,0.0755,0.0661,20.004,7.8862,-38.6593,81.7675,36.5329
182,5,sitting,0.0892,10.1792,0.12,0.0265,-0.0206,0.0139,20.3641,4.8527,-38.6682,74.093,36.8934
183,5,cycling,0.4,9.5616,0.199,0.2846,0.2295,0.1851,18.7357,4.2457,-39.6171,130.7428,37.4459
184,5,lying,0.1434,0.1666,9.7826,0.0142,0.034,0.0314,24.0201,5.9942,-40.5124,59.4312,35.9871
185,5,cycling,0.1338,8.6105,0.2992,0.3111,0.1986,0.2252,20.2323,3.1776,-38.6547,128.1274,37.2042
186,5,lying,-0.0337,-0.084,10.275,-0.0724,-0.0439,-0.0784,22.4476,4.8054,-37.4194,68.3011,35.9046
187,5,lying,0.0668,-0.1532,9.7259,-0.0619,-0.0678,-0.0094,18.6306,3.101,-40.5547,53.5357,36.4579
188,5,cycling,0.3832,8.9168,-0.2165,0.3385,0.1302,0.1731,18.9613,5.3691,-40.7836,115.0806,37.2566
189,5,running,0.7799,9.1535,0.7484,0.6075,0.3213,0.3921,16.3761,7.09,-39.2141,143.0672,37.6459
190,5,standing,-0.4202,9.5902,-0.223,0.0346,-0.0435,-0.054,20.6604,7.6007,-40.3397,84.7097,36.8853
191,5,sitting,-0.1147,9.4012,0.2859,-0.0456,0.023,0.0575,19.994,4.4865,-41.7283,66.4166,36.5919
192,5,sitting,0.0861,10.0275,0.1774,0.0117,0.1097,-0.0013,24.3629,6.3102,-38.8618,74.292,37.0182
193,5,lying,0.0191,-0.0119,9.0786,-0.0056,0.0034,0.0407,19.4954,2.8826,-41.9674,63.8128,36.4229
194,5,cycling,1.1636,9.6946,0.3912,0.309,0.2032,0.1005,18.7894,4.6432,-36.3518,119.7143,36.9654
195,5,lying,-0.3281,-0.6028,9.4796,0.0064,0.1003,0.0725,27.4325,8.1061,-43.2569,70.2598,36.2333
196,5,running,1.4192,9.5497,0.5551,0.5667,0.2527,0.434,22.9697,2.7287,-37.6313,138.7274,37.6143
197,5,standing,-0.3725,10.2691,0.2253,0.0014,-0.0044,0.049,19.8436,7.4974,-42.2411,67.7862,36.7542
198,5,sitting,-0.3751,10.1109,0.0997,0.0306,-0.004,-0.0221,18.9823,3.6198,-37.5407,61.707,36.6667
199,5,standing,0.1201,9.9636,0.3377,0.157,-0.0572,0.0563,17.3382,4.1056,-40.9369,77.4352,36.551
200,5,cycling,0.0979,8.9919,0.4797,0.3116,0.2872,0.126,18.9894,4.677,-35.5505,119.9992,37.2107
201,5,walking,0.6489,9.3049,0.433,0.0008,0.0482,0.1462,17.1795,4.6643,-38.8492,86.8322,36.7653
202,5,standing,-0.4276,10.4013,-0.2886,-0.0386,-0.0719,-0.0604,19.5217,4.8624,-37.3996,72.5343,36.788
203,5,lying,-0.0471,0.0359,10.0495,-0.0461,0.0537,0.0378,20.2726,2.8207,-40.4597,58.5812,36.3722
204,5,sitting,0.1395,9.1835,0.1826,0.0342,-0.0374,-0.1384,19.512,4.5416,-40.433,67.1287,36.4855
205,5,lying,0.5549,-0.1461,10.2682,0.0239,-0.025,0.0265,18.1758,2.6037,-41.8103,55.5393,36.505
206,5,cycling,0.2874,8.9031,-0.098,0.2833,0.2051,0.1921,20.6269,5.2908,-39.5869,120.8166,37.1714
207,5,running,1.5412,9.4566,1.3017,0.478,0.3297,0.5286,16.7524,7.3336,-42.0197,144.3194,37.5905
208,5,walking,0.3797,8.9921,0.0273,0.0264,-0.0161,0.0996,22.9405,8.7073,-39.6751,93.9343,36.8487
209,5,standing,-0.1547,9.9996,0.1273,-0.0161,-0.0097,0.0312,20.5693,1.9712,-42.6019,74.4289,36.5427
210,5,running,1.2233,9.4675,0.4746,0.5323,0.3354,0.4229,18.0801,3.4026,-41.0165,147.434,37.0608
211,5,walking,0.134,9.4121,-0.0875,0.1856,0.0839,0.1487,18.3811,3.019,-37.5041,94.6792,37.0368
212,5,sitting,0.1643,9.8574,-0.4601,-0.0041,-0.0298,0.0184,21.7215,5.0372,-40.7621,74.1361,36.5015
213,5,sitting,0.0742,9.905,0.1131,0.0298,0.0153,-0.0038,20.5891,4.9013,-41.7324,76.885,36.7836
214,5,walking,-0.079,9.7101,0.8286,0.0562,-0.0061,0.0431,23.279,2.9864,-37.3415,100.6193,36.5828
215,5,standing,-0.0695,9.4423,-0.7112,0.088,0.0067,-0.0441,23.1879,5.96,-37.5908,76.2725,36.9645
216,5,walking,0.1992,9.3678,0.0837,0.0955,0.0883,0.0244,18.1146,7.1373,-37.5369,92.2239,36.7903
217,5,cycling,1.2723,9.1575,0.4002,0.3049,0.3048,0.0907,18.4179,4.4266,-38.6184,117.131,36.8737
