sample_id,client_id,activity,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,heart_rate,temperature
42,2,walking,0.1638,9.4007,0.0544,0.1255,0.0221,0.0473,19.5389,4.2017,-38.3416,90.0497,36.8554
43,2,lying,0.1137,0.1159,9.8496,-0.0203,0.079,-0.019,21.1131,5.7002,-40.4936,63.1823,36.4543
44,2,standing,0.0815,9.6742,-0.0358,0.0028,0.019,0.0366,22.0152,4.4373,-39.4513,75.0152,36.5407
45,2,sitting,0.0613,9.6438,-0.1755,0.0413,-0.0638,-0.0043,23.8099,4.6767,-38.2369,78.5759,36.1958
46,2,walking,0.4728,9.3657,0.7906,0.012,0.0138,0.103,19.9306,4.2148,-40.2648,89.4754,36.8342
47,2,standing,-0.0203,10.1916,-0.1178,0.0648,-0.039,0.0122,15.1218,4.4809,-42.2488,70.7982,36.6559
48,2,lying,-0.3938,-0.4315,9.5988,0.0134,0.0386,0.0547,20.6403,5.0664,-41.9511,62.32,36.5025
49,2,lying,0.334,0.5407,9.6814,-0.067,0.0354,0.0288,20.3686,3.6176,-37.5876,61.3968,36.6636
50,2,cycling,0.647,8.6169,-0.1731,0.273,0.1815,0.1221,20.7582,7.882,-37.3668,118.1002,37.1038
51,2,walking,0.5495,10.1723,0.4236,0.0483,0.0407,0.1204,16.2019,6.412,-41.3807,93.0593,36.5842
52,2,cycling,0.1088,9.4347,0.6283,0.28,0.1335,0.1526,17.6149,4.9896,-39.6002,116.2504,36.9029
53,2,running,1.42,8.7999,0.5704,0.4894,0.2313,0.42,21.0069,6.789,-39.5221,155.558,37.4855
54,2,standing,0.6187,10.1433,-0.2861,-0.0116,0.1096,-0.0159,20.1093,4.6812,-40.3518,70.6202,36.3766
55,2,sitting,-0.2081,9.7681,0.4501,0.0858,-0.0125,-0.032,21.7818,2.9497,-39.4032,69.954,36.7029
56,2,walking,0.5808,9.3156,0.0951,0.1152,0.0624,0.0903,20.0953,5.518,-41.387,90.1966,36.8349
57,2,sitting,0.2427,9.4601,0.2349,-0.0001,-0.0249,0.0069,17.2162,6.0991,-39.2014,63.7485,36.5577
58,2,standing,-0.5491,9.7849,0.0266,-0.0082,0.0192,-0.0409,20.1817,5.7987,-38.3355,71.8926,36.646
59,2,standing,0.0195,9.6341,-0.0205,0.113,-0.015,-0.0657,21.7495,4.6492,-37.5193,74.626,36.4858
60,2,walking,0.274,10.1785,-0.054,0.147,0.0183,0.0043,19.5852,0.7404,-38.097,90.9922,36.4996
61,2,running,1.5651,9.1621,0.2682,0.515,0.215,0.3724,21.85,3.8525,-40.4486,149.4821,37.971
62,2,standing,-0.4384,10.236,-0.0092,0.077,-0.0267,-0.0632,20.4528,6.8899,-41.0018,78.964,36.4395
63,2,standing,0.1886,9.3859,-0.2787,0.0597,-0.041,-0.0406,18.0618,4.8939,-40.215,71.625,36.2769
64,2,cycling,0.8312,9.5907,0.5501,0.3243,0.1742,0.0677,18.8988,1.8994,-38.2829,123.4819,37.3724
65,2,running,0.5714,8.1709,0.7887,0.3634,0.3486,0.3976,17.9884,3.6021,-40.2047,149.1077,37.4807
66,2,cycling,0.2903,8.9825,-0.0216,0.355,0.1195,0.1207,19.9026,6.1226,-36.7643,116.1021,37.16
67,2,running,1.5884,9.1303,0.8516,0.5973,0.2938,0.447,22.2139,4.6804,-41.2023,135.8584,37.3533
68,2,sitting,0.0829,9.3057,0.3038,0.086,-0.007,-0.089,17.5652,1.6131,-41.6632,68.9451,36.5411
69,2,lying,-0.3871,0.4058,9.1141,-0.0234,-0.0062,-0.0776,17.8477,5.5857,-39.5535,49.0172,36.1616
70,2,sitting,0.3126,9.801,0.065,-0.0448,-0.0152,0.0008,22.5892,6.5787,-45.5905,70.3311,36.3233
71,2,running,1.0725,8.9321,0.6316,0.4586,0.3335,0.3911,22.2329,3.1167,-38.9857,148.5745,37.7369
72,2,cycling,0.5444,9.3616,0.2507,0.2989,0.2644,0.1157,19.1562,2.2372,-40.9238,120.3896,37.5304
73,2,cycling,0.9371,9.4698,0.4784,0.2618,0.1376,0.1647,20.1802,6.9474,-42.4246,117.507,37.331
74,2,cycling,0.0822,9.7406,0.0722,0.2525,0.1475,0.1918,14.7116,5.4823,-38.63,123.7507,37.1929
75,2,standing,-0.1118,9.5541,0.1578,0.0275,-0.0211,-0.071,21.3042,7.7223,-36.6077,80.6,36.7666
76,2,cycling,0.1642,8.6226,-0.1055,0.3201,0.2535,0.1035,18.1536,5.2032,-42.015,123.9688,37.0424
77,2,sitting,-0.5954,9.9733,0.3809,0.0575,-0.0471,0.0425,18.3258,6.4254,-42.5034,70.2763,36.7218
78,2,lying,-0.102,-0.0299,9.974,0.052,-0.0592,0.0015,20.482,4.2542,-41.203,56.8965,36.5201
79,2,standing,0.2412,9.9816,-0.1513,0.0096,0.0523,0.0187,18.754,5.2124,-40.4046,72.9399,36.7789
80,2,sitting,-0.3049,9.711,0.3068,0.0524,-0.0707,-0.0047,20.5404,5.3772,-40.6341,73.7829,36.5666
81,2,cycling,0.7882,9.2439,0.2621,0.385,0.2052,0.2398,17.8282,3.7541,-39.358,119.2106,36.9453
82,2,lying,0.0282,0.1357,9.3035,-0.0631,-0.0322,-0.0472,22.5575,5.9734,-40.4835,60.8276,36.0343
83,2,sitting,-0.1329,9.9199,0.2057,0.0899,-0.0388,0.0957,17.8589,6.1421,-38.3749,66.5104,36.3565
84,2,standing,-0.0682,9.8583,-0.2745,0.0801,0.0185,0.0495,18.4532,6.3553,-36.4875,73.9027,36.192
85,2,standing,-0.4116,9.8199,-0.3292,0.0682,0.0711,0.0398,19.1966,4.1946,-35.7875,77.9266,36.5062
86,2,running,1.1676,9.1236,1.0481,0.4571,0.2883,0.4873,19.3687,8.0543,-39.179,152.3706,37.3033
87,2,sitting,0.2704,10.425,0.2599,-0.0251,0.0505,0.0218,17.5911,3.1676,-41.8054,74.0288,36.8886
88,2,running,0.7004,9.4583,0.0742,0.5052,0.335,0.4622,19.9218,3.1122,-40.2448,153.3928,37.3224
89,2,walking,-0.07,9.2298,0.7154,0.0915,0.0344,0.1632,20.5402,4.9871,-37.2097,88.9925,36.8113
90,2,sitting,-0.0675,10.1253,0.6041,0.0575,-0.0235,0.024,25.541,3.9655,-41.5781,71.5229,36.6283
91,2,running,0.6382,9.0407,0.6233,0.4939,0.3147,0.3679,19.6843,6.8047,-39.4926,154.534,37.3952
92,2,cycling,0.6151,9.2904,0.6454,0.335,0.1738,0.3058,18.4354,0.7386,-37.9638,113.3939,37.3366
93,2,running,1.3793,8.4351,1.2596,0.5119,0.2909,0.468,20.7872,3.9735,-42.5162,152.1131,37.3526
94,2,walking,0.0692,9.6831,0.5318,0.1746,0.1449,0.0776,20.4114,7.5644,-38.2165,97.9599,37.0902
95,2,walking,0.2037,9.4966,-0.0058,0.0715,-0.0557,0.0914,25.5364,2.9631,-39.2088,93.7043,36.8051
96,2,standing,0.7399,9.6154,0.2129,0.0386,-0.0194,-0.0122,22.7823,6.0981,-41.3233,80.6759,36.6807
97,2,standing,0.4909,10.3266,0.4763,0.0713,0.0451,-0.0144,20.9112,0.2488,-39.9404,84.3792,36.5749
98,2,cycling,0.3782,9.0887,0.0204,0.27,0.3241,0.1702,24.7538,6.8037,-36.2634,116.1624,37.1173
99,2,sitting,0.0198,10.2237,0.06,-0.046,-0.0937,-0.0159,19.8567,6.954,-37.7658,75.9614,36.5085
100,2,cycling,0.1152,8.8833,0.1859,0.2717,0.2361,0.1295,21.8805,2.2912,-42.1061,126.6667,36.9196
101,2,walking,-0.0684,9.4777,0.0184,0.0805,0.0161,0.0808,17.8957,2.9532,-39.8861,94.1311,36.667
102,2,sitting,-0.0123,9.1838,0.0337,0.0648,-0.0043,0.0257,22.0648,6.724,-41.8933,73.5844,36.2539
103,2,cycling,0.1373,9.3349,-0.2488,0.3193,0.2195,0.1083,18.6685,1.7749,-39.0463,113.895,37.1584
104,2,running,1.6376,8.6118,0.7073,0.3784,0.2247,0.4132,18.4679,5.8608,-44.7687,152.5472,37.8654
105,2,lying,-0.1198,-0.2007,9.7517,-0.0305,-0.0171,-0.0375,19.2772,6.4318,-41.1408,59.8899,36.4806
106,2,standing,0.1469,9.333,-0.0819,0.0691,-0.0087,-0.0364,20.1784,8.5512,-42.1328,77.5969,36.8459
107,2,running,1.7537,8.9825,0.7286,0.5688,0.3083,0.5094,23.3366,3.713,-39.2915,153.0954,37.4764
108,2,walking,0.6706,9.1518,0.4202,0.0675,-0.0172,0.0989,22.1742,5.0434,-44.2101,90.7946,36.8661
109,2,walking,0.5044,9.2132,0.4062,0.0251,0.0413,0.1261,21.6174,3.0794,-41.3434,82.7822,36.5296
110,2,sitting,0.4188,9.8739,0.153,0.0007,0.0745,-0.0377,20.5503,4.9901,-40.5153,67.6243,36.2589
111,2,standing,-0.0155,9.6752,0.431,0.0088,0.0378,0.0016,18.2653,4.0554,-40.3708,77.3834,36.4628
112,2,running,1.107,8.9498,0.603,0.5275,0.3527,0.3577,20.8941,5.5454,-44.1408,147.7315,37.2447
113,2,cycling,0.6595,9.07,0.5235,0.3211,0.1848,0.1575,18.0905,2.7883,-37.5413,120.9292,37.3164
114,2,standing,-0.0968,10.0642,0.1235,0.0926,0.0256,0.0881,18.0754,0.9109,-38.3722,66.2236,36.5173
115,2,standing,0.3261,9.8292,0.0656,-0.015,0.0423,0.0871,17.5937,3.708,-37.3032,78.8875,36.735
116,2,sitting,0.4751,10.032,0.0588,-0.0178,0.0332,-0.0142,18.9592,4.5876,-40.5635,74.114,36.5779
117,2,running,1.3045,8.7952,1.1274,0.5284,0.2879,0.3404,16.3524,4.9467,-41.4556,145.9521,37.1658
118,2,walking,0.1888,9.4555,-0.1422,0.0804,-0.0249,0.1584,18.7628,3.3417,-37.0765,84.8621,36.9179
119,2,cycling,0.9209,9.1618,0.4213,0.2538,0.195,0.0587,19.109,5.1498,-42.1442,129.5265,37.2574
120,2,walking,0.1771,9.5051,0.1603,0.1362,0.0523,0.12,19.9532,6.742,-37.1275,85.167,36.8797
121,2,standing,0.0102,9.9098,0.2287,0.021,0.0248,0.0398,20.2315,5.8773,-41.0829,70.3008,36.4177
122,2,lying,0.2548,0.1309,9.7292,0.0686,-0.0093,-0.1601,20.2363,0.8707,-42.5013,59.9555,36.6296
123,2,cycling,0.208,9.3389,0.1993,0.1945,0.2162,0.0674,17.2676,4.376,-40.21,122.3848,37.0629
124,2,walking,0.3376,9.0595,0.5361,0.0064,0.0148,0.077,19.0511,6.5149,-39.1218,88.3133,37.1412
125,2,cycling,0.1074,8.9361,0.5796,0.3172,0.2078,0.113,21.4446,6.8818,-42.4232,121.343,37.3599
126,2,walking,0.198,9.4466,-0.2306,0.0701,0.1567,-0.029,18.1786,3.8972,-38.2311,86.4304,36.7273
127,2,cycling,1.0017,8.7958,0.6081,0.3253,0.0561,0.2348,19.968,7.2482,-38.6435,126.6897,37.3039
128,2,cycling,0.8741,8.9746,0.4464,0.3589,0.105,0.2181,23.238,4.9665,-42.2995,120.6682,37.2282
129,2,sitting,-0.2434,9.3059,0.0886,0.0307,0.0028,0.0041,18.6553,4.7795,-37.6208,66.7772,36.3809
130,2,running,0.749,9.0811,0.9431,0.5095,0.3866,0.4098,17.2607,2.5163,-41.474,151.0348,37.5945
131,2,sitting,-0.1802,9.8029,-0.38,-0.0073,0.0223,0.0153,20.8851,6.5282,-37.853,70.5334,36.5831
132,2,lying,-0.2393,0.3045,9.6725,0.0188,0.0393,0.0064,19.5959,6.3152,-34.6109,59.3469,36.4673
133,2,standing,-0.1515,9.3402,0.2321,0.0261,0.0357,0.0873,20.1158,6.9201,-39.7861,77.5033,36.7501
134,2,standing,-0.0351,10.356,-0.0447,-0.0376,-0.0072,-0.1014,19.9771,7.93,-35.7734,81.6153,36.3835
135,2,standing,-0.1648,9.8509,-0.1149,0.0511,-0.009,0.0536,19.4581,4.285,-43.7712,83.1822,36.6219
136,2,cycling,0.0528,9.1978,0.1121,0.3991,0.1474,0.1964,19.9431,5.8566,-43.3934,117.4381,37.2326
137,2,cycling,0.2572,9.194,0.1538,0.3295,0.2307,0.1348,20.1158,3.7441,-36.2112,129.2234,37.471
138,2,cycling,0.7019,9.1031,-0.1013,0.2745,0.1402,0.2116,18.0605,6.3799,-38.7978,119.7424,37.0586
139,2,standing,-0.1284,9.6637,0.2898,-0.0818,-0.0315,-0.0279,16.1358,-0.2018,-37.4331,75.7704,36.8745
140,2,cycling,0.962,8.5909,0.1007,0.3197,0.1456,0.0789,20.3839,6.8529,-40.4089,114.5131,37.4852
141,2,running,0.9728,9.1707,0.9291,0.5242,0.2198,0.4179,22.1889,4.6627,-41.9177,157.9559,37.4835
142,2,lying,0.102,0.0372,10.0987,-0.0024,-0.0415,0.0297,20.7255,3.9834,-39.714,67.2383,36.7942
143,2,cycling,0.5704,9.1189,-0.0606,0.3032,0.2056,0.1426,21.1406,7.0413,-41.2122,108.1636,37.0861
144,2,walking,-0.035,9.1478,0.6262,0.1551,0.1106,0.0836,17.921,1.6174,-40.1844,94.1014,36.8164
145,2,standing,-0.122,10.1416,0.1862,0.0039,0.0143,-0.1032,19.9765,0.4132,-40.3302,71.8896,36.7739
146,2,cycling,0.4092,9.6408,-0.1572,0.3153,0.1499,0.0342,19.8255,2.0395,-39.4455,125.3529,37.0811
147,2,standing,0.4693,9.9209,-0.0487,-0.087,0.0928,0.0946,22.4097,1.5953,-42.3715,89.6601,36.6081
148,2,cycling,0.5638,9.0589,0.4385,0.2814,0.1413,0.0576,22.5369,4.3075,-41.4773,112.4836,37.099
149,2,lying,-0.0039,0.0956,9.5132,-0.0423,-0.0029,-0.0616,21.0481,7.8351,-43.0931,52.1367,36.1223
150,2,running,1.4221,8.9191,0.749,0.5062,0.3197,0.4283,17.3969,3.6895,-37.6266,155.9957,37.6276
151,2,walking,0.0845,10.0033,0.1886,0.1077,0.0419,0.0356,19.2168,4.8269,-39.9375,93.3783,36.8697
152,2,lying,0.1797,0.5548,10.1485,-0.0086,0.0036,0.0252,18.3673,5.3255,-39.5534,64.2841,36.7473
153,2,walking,0.2586,9.1154,0.0802,0.2142,0.0411,0.1986,21.2296,8.4248,-41.3438,81.2165,36.9476
154,2,walking,0.3654,9.1029,0.1582,0.1841,0.002,0.0931,22.83,3.4303,-40.5901,88.1752,36.7249
155,2,lying,0.6523,0.2283,10.1179,-0.0725,-0.083,0.028,22.6799,0.4935,-39.3567,68.9854,36.1363
156,2,walking,0.3665,9.832,0.3439,0.1721,0.0718,0.0797,21.6707,6.1634,-43.3839,98.4628,36.9914
157,2,sitting,0.2935,9.7937,-0.2585,0.1003,-0.0344,0.0232,20.354,3.513,-42.0843,66.6989,36.3521
158,2,cycling,0.2107,8.2884,0.3084,0.2981,0.2249,0.1087,19.1925,4.9136,-35.6479,119.5846,36.9894
159,2,lying,-0.6318,0.0556,9.6954,0.022,0.047,-0.0417,19.0678,3.6397,-41.5669,63.6907,36.6146
160,2,walking,0.6391,9.2621,0.2607,0.1274,0.0664,-0.0541,16.6134,4.9899,-39.3141,83.0994,36.532
161,2,walking,0.4518,9.0047,0.3377,0.0837,0.0595,0.0997,22.1696,3.8489,-41.6615,86.9756,36.9914
162,2,running,1.6194,9.3643,0.3872,0.5393,0.2895,0.4009,22.7035,4.7204,-37.183,149.5063,37.6202
163,2,lying,0.0253,-0.1302,9.9851,-0.0167,-0.0294,0.0079,20.057,4.9179,-39.2025,57.5823,36.6324
164,2,walking,-0.1892,9.1331,0.7619,0.0709,0.0028,0.1257,20.5445,4.9875,-39.5545,94.4509,36.7847
165,2,walking,0.0314,9.273,0.165,0.14,0.0487,0.0825,19.2802,2.3714,-37.6356,77.4306,36.3744
166,2,walking,0.3895,9.6554,-0.102,0.1581,0.0699,0.0994,20.5957,7.3137,-41.34,86.5232,36.7694
167,2,standing,-0.3228,9.6216,-0.182,0.0576,0.0803,0.0493,20.5742,5.6661,-38.7484,74.2566,36.7914
168,2,sitting,-0.4507,10.2089,-0.2177,-0.0786,0.0196,0.0237,20.4754,4.5292,-39.6273,72.3698,36.6342
169,2,cycling,0.506,9.7341,0.2337,0.3073,0.3023,0.0995,21.3591,6.4618,-40.3659,118.4661,37.2365
170,2,cycling,0.6279,9.0746,-0.0043,0.2826,0.1861,0.1403,23.3023,6.996,-42.0863,121.2851,37.1386
171,2,sitting,0.1513,9.4972,0.002,-0.0447,-0.0105,0.0324,19.4553,2.8619,-42.9231,75.3241,36.5236
172,2,walking,0.8131,9.472,0.3601,0.0727,0.0425,0.0906,19.0202,8.7289,-40.8872,87.3009,36.7672
173,2,walking,0.4807,9.6493,0.3062,0.0742,0.0394,0.0908,20.6266,5.1342,-40.7393,93.3082,36.8988
174,2,running,1.2452,9.1391,0.9738,0.4787,0.2824,0.3417,20.6856,5.6374,-39.2825,158.8349,37.4109
175,2,sitting,0.0455,9.5345,0.1576,0.0407,0.057,0.0372,16.4832,4.0383,-41.0991,73.4406,36.0398
176,2,cycling,0.3981,8.8008,-0.2252,0.2758,0.1634,0.1942,21.9495,3.8293,-36.7757,127.9857,37.2973
177,2,sitting,-0.0802,9.8534,0.757,0.0018,0.0159,-0.0132,22.1315,5.1731,-40.4359,65.3191,36.4541
178,2,running,0.9314,9.6637,0.9498,0.4172,0.287,0.4073,19.6531,3.9308,-41.6909,149.7437,37.8676
179,2,cycling,-0.112,9.2433,-0.0696,0.2621,0.2163,0.1625,20.6922,4.9966,-44.1502,120.088,37.0902
180,2,cycling,0.4096,9.4125,-0.5403,0.3774,0.1725,0.1568,21.9687,4.7334,-41.3835,117.6287,37.0155
181,2,standing,0.3936,9.9265,-0.131,0.0756,0.0222,0.0249,17.2983,2.7956,-40.3279,82.7616,36.4276
182,2,walking,0.1602,9.4763,0.1287,0.1414,0.0335,0.0196,16.902,3.4909,-42.1973,96.7372,36.7709
183,2,lying,-0.0241,0.0907,10.0481,0.0265,-0.0045,0.0604,19.9617,3.8955,-39.4152,74.5408,36.5734
184,2,cycling,0.6028,9.5854,-0.0641,0.2869,0.1924,0.1364,21.6849,5.6975,-37.1847,113.4733,37.3464
185,2,sitting,0.1963,9.3855,-0.0874,-0.0909,0.0798,0.0258,18.5842,0.766,-38.5251,70.3908,36.8027
186,2,sitting,-0.1847,9.8107,-0.4304,-0.0149,-0.0934,0.0156,20.3248,6.583,-42.6412,79.5692,36.6175
187,2,standing,0.0305,10.0945,0.0913,0.0152,0.0157,0.0116,20.9215,3.2545,-39.4653,85.1258,36.9463
188,2,walking,0.1214,9.1402,0.1855,-0.0045,-0.0405,0.0012,17.1858,8.5455,-40.5585,86.7842,36.9039
189,2,lying,0.5626,0.104,9.2971,0.0041,0.0263,-0.013,20.0051,4.2685,-42.5255,63.7802,36.6754
190,2,standing,-0.4709,9.7511,-0.2937,0.0758,-0.0339,0.0265,18.3595,3.381,-40.3105,70.4548,36.7349
191,2,cycling,0.6434,9.1017,0.1081,0.3542,0.1701,0.1026,17.0946,2.674,-35.6031,124.9384,37.8103
192,2,lying,0.3255,0.1303,10.0272,-0.0719,0.034,-0.0733,21.6314,2.9788,-44.6148,51.2359,36.2864
193,2,walking,0.2532,9.8606,0.0659,0.1543,0.0948,-0.0138,19.8347,2.1032,-42.1285,102.9007,36.4677
194,2,cycling,0.7073,9.4812,0.4262,0.3472,0.2057,0.1656,21.3654,4.952,-44.0263,118.6066,37.0747
195,2,lying,-0.0024,-0.1991,9.9675,-0.0152,0.0282,0.0113,18.6859,4.2322,-42.4771,58.8754,36.461
196,2,sitting,-0.4366,9.6147,0.5596,-0.053,-0.0476,0.0436,19.9496,3.5605,-34.8651,69.4779,36.2795
197,2,lying,-0.1563,0.4009,9.6539,0.0232,-0.0463,-0.1065,18.8083,6.6869,-42.6524,55.3847,36.3647
198,2,standing,-0.3343,9.7004,0.0703,-0.0511,-0.0211,-0.1023,20.9233,4.7539,-39.7427,71.7585,36.6387
199,2,cycling,0.906,9.2633,0.4971,0.3611,0.1604,0.1845,16.3962,2.1898,-36.1983,124.0372,37.063
200,2,walking,0.5733,9.249,-0.1102,0.0343,0.0886,0.0712,18.2396,7.5292,-35.9596,90.3242,36.8747
201,2,running,1.5516,9.1653,0.8209,0.5225,0.1835,0.3254,15.9214,2.0106,-42.7878,154.3058,37.6456
202,2,sitting,-0.228,9.1744,0.1776,0.0712,-0.0269,-0.015,21.3094,1.2325,-42.4029,59.1294,36.2282
203,2,cycling,0.5734,9.1344,0.698,0.2434,0.1454,0.1671,19.9037,4.3664,-39.2288,120.2415,36.9573
204,2,sitting,-0.1814,9.9696,0.3508,0.1277,0.0502,0.0252,21.7894,3.9237,-39.2527,69.8498,36.3984
205,2,standing,-0.1587,9.9379,-0.0344,-0.0607,0.0283,-0.0834,18.3371,6.0,-41.3112,74.2705,36.5457
206,2,running,1.4296,9.1736,1.2225,0.544,0.2906,0.43,20.4435,8.3813,-41.1097,142.7597,37.5422
207,2,sitting,-0.2669,9.501,0.155,-0.095,0.0225,0.0605,19.3508,8.32,-39.8625,65.1696,36.6748
208,2,standing,0.2295,9.6489,0.3922,0.0395,-0.0338,0.0954,19.4236,1.7698,-39.1803,76.7873,36.5551
209,2,cycling,0.4727,9.1246,0.1392,0.2274,0.2017,0.2325,23.8951,6.2176,-37.3797,113.3114,36.9335
210,2,running,1.57,9.2716,0.811,0.3973,0.2163,0.3461,25.5134,6.4987,-41.9289,150.6419,37.2885
211,2,cycling,0.5318,9.1974,0.2228,0.2755,0.1769,0.1944,22.2129,4.558,-42.3605,120.2516,36.6421
212,2,cycling,0.3373,9.3552,-0.1809,0.2957,0.1977,0.1458,19.4231,6.6588,-37.9113,115.1383,37.3768
213,2,cycling,0.6972,8.801,0.8242,0.2632,0.157,0.2382,16.6186,2.8333,-39.0667,121.4392,37.4478
214,2,running,1.1335,9.0595,0.7922,0.4698,0.3142,0.3815,21.0954,7.3669,-39.0473,147.7939,37.3966
215,2,standing,-0.4141,9.9037,-0.1738,0.0096,0.0405,-0.0382,16.9952,2.8419,-41.6797,85.2132,36.8133
216,2,cycling,0.4002,8.8676,0.2055,0.2701,0.2217,0.145,18.4084,5.7328,-40.8658,120.4937,37.2714
217,2,standing,0.1603,9.9387,0.0025,0.08,0.0319,-0.0248,19.1738,6.8636,-39.8341,68.2475,36.4325
