sample_id,client_id,activity,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,heart_rate,temperature
73,1,standing,0.0923,9.4615,-0.1587,0.1067,-0.0077,-0.061,19.7138,5.5918,-40.0022,79.8674,36.611
74,1,standing,0.2288,10.2391,0.1259,0.0202,0.0337,-0.012,21.8589,1.7713,-38.1069,68.3399,36.6008
75,1,standing,-0.1785,9.7944,0.0757,0.0104,-0.0026,0.0213,18.6773,2.7743,-39.2561,75.8865,36.4653
76,1,running,1.8949,9.251,0.3649,0.5239,0.302,0.3677,21.7025,5.7427,-38.9835,144.6923,37.5409
77,1,lying,0.173,-0.2213,9.6891,-0.0601,-0.0067,-0.003,18.0073,4.7058,-37.4151,61.815,36.0633
78,1,walking,0.9049,9.5791,-0.1006,0.1054,0.0482,0.1944,19.2699,4.4698,-41.27,101.8146,36.8151
79,1,standing,0.1819,10.1589,-0.2149,0.0504,0.0374,0.0485,19.5552,4.4486,-42.3719,80.7765,36.5434
80,1,cycling,0.4346,9.2152,0.7382,0.2232,0.2188,0.221,20.3761,5.3279,-43.9969,115.1321,37.1087
81,1,walking,0.1778,9.4237,0.4522,0.0826,0.0337,0.1199,16.7243,5.6658,-41.9772,86.0951,36.772
82,1,walking,0.4112,9.3938,0.1388,0.1133,0.0194,0.15,16.776,5.9818,-38.9266,96.0525,36.9949
83,1,cycling,0.3421,9.7113,0.5603,0.2838,0.164,0.2451,20.6511,6.1989,-40.6212,115.295,37.0621
84,1,walking,0.2067,9.7413,0.5604,0.1105,-0.003,0.1169,15.6596,4.7629,-41.5448,95.4998,37.0586
85,1,lying,0.324,-0.9299,10.063,-0.024,-0.0035,-0.0327,19.8079,7.4688,-41.3953,61.4004,36.6539
86,1,lying,-0.1141,-0.0572,9.9833,0.0372,0.0176,0.0533,18.8375,5.5338,-40.6223,62.8154,36.1503
87,1,cycling,0.513,9.8447,0.6361,0.3459,0.2269,0.1697,25.9186,2.7459,-38.308,117.7675,37.3252
88,1,standing,0.1366,9.2883,0.176,0.0746,0.0343,0.0415,23.6523,6.8709,-38.2084,70.4289,36.5197
89,1,lying,-0.6997,0.0133,9.3761,0.1363,0.0277,0.0049,21.2338,4.5984,-38.1065,59.572,36.3305
90,1,running,0.5013,9.0033,0.6556,0.5584,0.2872,0.3681,21.8334,5.4593,-40.3251,154.6277,37.4978
91,1,walking,0.4654,9.1963,-0.1246,0.1345,0.088,0.0714,25.6015,7.0276,-39.4722,95.7656,36.531
92,1,running,0.8678,8.7148,0.8648,0.5028,0.3762,0.3774,16.9248,5.4556,-41.2832,152.8172,37.6733
93,1,sitting,0.2014,9.7803,-0.1187,-0.0965,0.0572,-0.0328,20.9207,5.1992,-41.4272,77.7389,36.5381
94,1,cycling,0.2425,9.4479,0.5832,0.274,0.1721,0.1638,16.825,4.149,-41.7427,104.5274,36.8155
95,1,sitting,-0.0012,10.2158,0.1475,0.0184,-0.0497,0.0161,17.8148,6.9481,-44.6834,67.7936,36.4033
96,1,lying,-0.5086,0.1678,9.9911,0.0098,-0.0038,-0.0345,21.7605,3.2458,-38.8825,57.6308,36.144
97,1,standing,-0.3455,9.8166,0.2467,0.0846,0.0144,-0.064,18.0537,9.5625,-40.0983,80.5221,36.5521
98,1,running,1.0082,9.2561,0.366,0.4607,0.1797,0.4136,22.1799,3.7852,-40.6909,157.5711,37.5682
99,1,walking,0.5682,9.5512,0.1907,0.1134,0.0769,-0.04,18.8931,2.1306,-40.656,93.1342,36.6984
100,1,sitting,-0.2339,9.8593,0.4735,0.062,-0.1235,-0.0673,24.4398,5.8632,-38.3043,61.4404,36.3883
101,1,running,1.0521,9.1707,0.7738,0.4972,0.2387,0.39,21.3566,5.7335,-41.2252,145.8583,37.5486
102,1,sitting,0.075,9.8763,-0.1453,-0.0054,0.0028,-0.0768,21.713,4.339,-37.0477,67.0771,36.3533
103,1,walking,0.7784,9.3006,-0.1895,0.1048,0.0105,0.1286,17.7049,5.7668,-39.1094,85.9601,36.8314
104,1,running,1.3238,8.5891,0.7756,0.5069,0.3263,0.3314,13.9784,3.371,-38.9216,157.7986,37.6254
105,1,lying,-0.3297,-0.0426,9.5868,0.0001,-0.1541,-0.0343,17.1261,3.6951,-41.4344,64.1817,36.6433
106,1,standing,-0.4689,10.189,0.0724,0.0622,0.0957,0.0811,20.8176,3.0235,-37.0668,81.2134,36.4664
107,1,standing,0.2807,9.9965,0.5031,0.0717,-0.0165,0.0152,25.3162,6.1684,-37.0043,69.4874,36.6068
108,1,walking,0.3201,9.3217,0.0505,0.1071,0.0647,0.0369,14.4638,4.1149,-42.4682,83.3652,36.8677
109,1,standing,0.5655,9.7238,-0.4616,0.0619,0.0518,0.0615,17.7705,3.8411,-40.3373,75.7556,36.602
110,1,running,1.4297,9.1285,0.7997,0.5312,0.228,0.3024,21.6924,4.47,-38.6859,151.7623,37.6574
111,1,walking,0.0217,9.2651,0.2521,0.1157,0.0603,0.0287,22.1361,6.9745,-41.3479,97.4401,36.5746
112,1,cycling,0.355,9.0116,0.3929,0.3374,0.1524,0.1807,20.7579,7.2677,-39.8244,114.8548,37.3656
113,1,walking,0.175,9.7904,0.0108,0.2436,0.0741,0.0405,18.7549,9.6964,-37.8279,94.0384,37.0012
114,1,lying,0.2572,-0.1499,9.8716,0.0472,0.0268,0.0246,21.3678,5.2252,-37.2561,64.5826,36.3445
115,1,sitting,-0.1256,9.526,0.3728,0.009,-0.1221,-0.0334,21.6361,5.0723,-41.3396,70.5223,36.1359
116,1,standing,0.1419,9.7099,0.5477,-0.0062,0.0375,0.0062,19.5248,4.8293,-40.7072,77.4594,36.4839
117,1,running,1.2116,8.8344,0.7985,0.5895,0.295,0.4447,19.4006,6.264,-40.0121,156.303,37.6395
118,1,walking,0.591,9.3789,-0.2403,0.0684,0.1144,0.1289,18.2409,1.3418,-42.3014,90.4517,36.8522
119,1,lying,0.1137,-0.4583,9.7667,0.0015,-0.0165,-0.0418,22.6463,6.7948,-38.4044,57.5846,36.355
120,1,walking,0.5423,9.1859,0.0349,0.0535,0.0799,0.0377,19.973,7.4802,-42.1003,98.3097,36.8173
121,1,sitting,0.4076,9.8872,0.1719,-0.0526,0.0473,0.0042,21.7843,5.5429,-39.5654,74.5635,36.5633
122,1,standing,0.1242,9.0317,-0.2829,0.0101,0.0137,-0.0835,20.0709,4.3088,-41.2769,76.5374,36.8042
123,1,sitting,-0.4945,9.8705,0.0999,0.044,-0.009,0.0278,20.3272,7.1036,-39.4516,70.175,36.4974
124,1,standing,-0.003,9.6466,-0.0792,-0.0211,0.0152,0.0816,15.3903,4.5032,-39.0508,86.2669,36.3466
125,1,standing,0.1432,9.9241,-0.356,0.1056,0.0394,-0.0423,19.8441,3.8463,-41.2384,80.99,36.7805
126,1,lying,-0.2864,0.4365,9.5227,-0.0543,-0.0245,-0.1117,21.5555,6.6612,-42.2417,64.7794,35.9906
127,1,lying,0.3481,0.0034,9.5045,0.0425,0.0508,0.0512,18.2358,4.7682,-41.1896,62.3063,36.3199
128,1,walking,0.0123,10.149,-0.3004,0.1647,0.1235,0.1481,19.705,2.0749,-40.2137,89.5638,36.5424
129,1,walking,0.1614,9.0601,-0.1058,0.0577,0.1117,0.021,19.435,5.5633,-41.1333,90.3768,36.6084
130,1,sitting,-0.4962,9.8439,0.0714,-0.0381,0.0086,-0.0084,21.3803,5.4135,-39.5893,71.5756,36.5899
131,1,walking,0.8408,9.0228,0.1197,0.0931,0.0048,0.12,21.403,3.6142,-38.8958,82.6714,36.9057
132,1,cycling,0.5031,9.1868,0.4459,0.3057,0.1923,0.2395,21.7253,5.8711,-39.9757,122.1209,37.0669
133,1,walking,0.6244,9.8456,0.864,0.0523,0.0376,0.0868,20.5145,5.7444,-39.1806,93.3079,36.9106
134,1,lying,-0.1054,-0.5245,9.78,0.0007,-0.0504,-0.0126,22.2237,7.9582,-42.5628,59.5961,36.3479
135,1,standing,-0.2463,9.7205,0.1533,-0.0056,0.0691,-0.0436,21.1411,5.5195,-39.3399,76.2192,36.5552
136,1,standing,-0.2836,9.5545,0.298,0.0652,0.0333,-0.0337,18.5133,6.1206,-41.9201,74.459,36.6765
137,1,running,1.3321,8.8909,0.8764,0.4743,0.3215,0.4679,19.1777,6.6666,-40.3114,160.6248,37.485
138,1,standing,-0.1232,9.9985,-0.2038,-0.0382,-0.0088,0.0484,23.339,4.0538,-39.365,81.946,36.9576
139,1,sitting,0.1062,9.8719,-0.0586,-0.0069,0.0328,-0.0101,20.6265,7.3991,-39.743,65.8108,36.6563
140,1,standing,-0.1251,9.8655,-0.0316,-0.0271,-0.0235,-0.0438,20.9988,2.6376,-41.6662,71.784,36.7869
141,1,sitting,-0.2569,9.8545,-0.417,0.0595,-0.0262,0.0133,19.2195,1.6846,-38.8681,69.3534,37.0218
142,1,cycling,0.2273,9.2973,0.3561,0.3238,0.1376,0.1412,17.779,3.7011,-40.9714,120.8882,36.8796
143,1,lying,0.2831,0.0067,10.1799,0.0228,-0.0147,-0.0362,19.1216,7.5536,-39.7353,64.2128,36.2631
144,1,cycling,0.7842,9.7462,0.5121,0.2969,0.1126,0.2109,19.3127,6.8837,-41.1365,119.0232,37.0422
145,1,standing,0.0271,9.372,0.04,0.0323,0.0786,0.009,20.3286,7.9882,-40.1802,68.4652,36.4001
146,1,running,1.0351,9.493,0.1494,0.4831,0.2603,0.4809,21.4878,3.5505,-41.7392,148.4339,37.4838
147,1,standing,0.0174,10.4499,0.2596,0.0021,-0.0374,0.0587,18.7228,3.2978,-39.118,81.7926,36.8567
148,1,standing,-0.5402,9.6565,-0.0935,0.1775,0.0631,0.0203,23.3299,3.7364,-37.6312,74.0138,36.6128
149,1,sitting,-0.5423,10.2317,-0.1748,-0.0152,-0.046,0.0829,17.4043,5.1373,-37.6944,72.9982,36.5341
150,1,lying,-0.1712,-0.32,9.8939,-0.0492,-0.0132,-0.0096,17.2239,6.7001,-41.0591,51.1848,36.5186
151,1,running,1.42,9.271,0.2786,0.4696,0.2882,0.467,22.2683,2.3248,-38.0305,152.6088,37.7564
152,1,standing,-0.2609,9.4999,-0.1423,0.0108,-0.0366,0.0495,16.1119,7.6596,-39.9329,71.6253,36.737
153,1,running,1.7,7.9748,0.9262,0.5382,0.3358,0.4081,21.018,4.088,-37.2748,142.5843,37.4758
154,1,cycling,0.1251,8.7103,0.1745,0.2997,0.2217,0.1236,21.7508,3.8443,-40.6277,122.672,36.9604
155,1,cycling,1.3081,9.0806,0.9625,0.3354,0.1596,0.1167,16.4903,7.6485,-39.4753,110.5694,37.3601
156,1,lying,-0.2089,-0.0071,9.7563,-0.0042,0.01,-0.0143,20.2671,7.8675,-40.5196,59.3339,36.0484
157,1,standing,0.5992,9.859,0.4516,-0.0671,0.011,0.0799,22.2344,5.5602,-39.4565,77.6326,36.7661
158,1,sitting,0.2644,10.4606,0.045,-0.0528,0.0207,-0.0496,20.2494,3.9563,-42.5827,76.1749,36.4782
159,1,standing,0.3402,9.6106,0.1292,0.0087,-0.0281,0.0853,20.2376,6.6797,-40.824,73.4068,37.0154
160,1,sitting,-0.468,10.1813,0.3172,0.0484,0.0258,-0.0226,16.1651,6.6997,-41.8967,71.615,36.2487
161,1,running,1.0823,9.6861,0.8238,0.452,0.381,0.3473,22.2522,6.3242,-39.0331,148.9894,37.397
162,1,cycling,0.753,9.3476,0.3442,0.2845,0.2082,0.1588,19.7715,4.0695,-40.446,125.7056,37.2513
163,1,lying,0.0665,-0.6971,9.5367,0.121,0.0175,-0.0684,18.8546,1.4613,-41.7229,53.7788,36.5886
164,1,running,0.9932,9.0452,0.4925,0.433,0.2589,0.3469,19.7214,3.5814,-40.4605,153.0789,37.4591
165,1,walking,0.1438,9.2853,-0.217,0.0192,0.106,0.057,21.26,2.9505,-39.2196,89.4991,36.7227
166,1,standing,0.298,9.3755,-0.4135,0.0161,0.0338,-0.0142,19.0079,3.7691,-40.5151,76.4361,36.6814
167,1,lying,-0.0384,-0.2263,9.7433,0.007,-0.0096,-0.0267,19.2272,6.1561,-39.9061,72.6231,35.8459
168,1,cycling,0.7409,9.1704,0.2812,0.2978,0.3097,0.1561,21.8146,4.9309,-39.1631,120.5312,37.4406
169,1,running,0.5753,9.1417,0.7088,0.5463,0.2875,0.3971,21.3305,3.7598,-39.911,152.2279,37.5019
170,1,standing,0.1772,10.3115,0.2938,0.0063,0.0204,-0.0674,18.0441,3.3202,-40.2667,70.3586,36.5831
171,1,standing,0.7051,9.7511,0.6018,0.031,0.1052,0.0413,19.6934,4.5052,-41.7607,79.093,36.7283
172,1,sitting,0.0108,9.8577,-0.3507,0.0146,0.0071,0.0573,17.2161,3.0742,-42.9599,69.4883,36.6535
173,1,lying,-0.1633,-0.0044,9.3451,0.0419,0.0431,0.058,20.3056,4.9141,-37.8691,60.7652,36.3676
174,1,cycling,0.2021,9.6602,0.8523,0.3148,0.1995,0.1224,20.17,4.3162,-37.2868,119.5104,37.1578
175,1,cycling,0.9288,8.7704,-0.2144,0.2453,0.2137,0.2166,19.0513,8.9126,-38.0229,122.8265,37.1762
176,1,sitting,-0.2888,9.9642,0.3676,-0.0619,-0.0548,-0.0794,21.5401,5.9674,-39.9461,78.0819,36.6784
177,1,cycling,0.5195,9.2712,0.5058,0.3104,0.1868,0.2001,21.2415,4.475,-36.4381,117.4891,37.0856
178,1,sitting,-0.2788,9.2106,0.5799,0.0178,0.0649,-0.0049,17.8401,2.0188,-40.9679,68.7598,36.6909
179,1,running,1.0816,9.4995,0.4335,0.5592,0.3256,0.3566,20.317,5.0966,-38.6669,151.6779,37.6317
180,1,running,1.7453,8.871,0.6579,0.4751,0.2666,0.3711,19.5873,5.5364,-38.7601,145.6718,37.2107
181,1,running,1.6542,8.7979,0.8728,0.4925,0.2807,0.3829,24.0183,4.8397,-39.5651,149.1284,37.4589
182,1,lying,-0.0384,-0.0914,9.4978,0.0553,0.0134,0.0789,16.7624,3.1438,-42.3851,68.6961,36.1942
183,1,sitting,0.2427,9.7958,0.1361,0.0221,-0.0305,-0.0215,21.4181,5.958,-39.2717,75.0241,36.3581
184,1,cycling,0.4635,9.2707,0.2525,0.2695,0.1516,0.1849,21.2365,9.8442,-44.2316,116.6549,36.9213
185,1,walking,0.1416,9.8422,0.3715,0.0777,0.083,0.0419,18.0859,1.7509,-41.0362,79.368,36.908
186,1,walking,0.2955,9.8756,0.4748,0.0116,0.0874,-0.0079,17.9773,4.9345,-40.6889,80.7952,36.836
187,1,cycling,0.6406,8.8428,-0.2834,0.2373,0.1736,0.1896,19.2431,5.3085,-37.3365,122.2966,37.1821
188,1,sitting,0.4299,10.3489,0.5515,0.038,0.1274,-0.1241,17.5505,4.7941,-44.8866,63.0099,36.6247
189,1,sitting,-0.0098,9.6793,0.2493,-0.0634,0.1058,0.0027,21.2252,6.0535,-40.1251,72.9986,36.6215
190,1,lying,0.2368,0.1354,9.389,0.0213,-0.0508,0.0098,19.4577,6.8338,-39.6188,60.247,36.6083
191,1,sitting,-0.0832,9.6648,-0.1173,-0.0988,-0.0547,0.0126,20.4809,4.9183,-42.6466,67.1464,36.6715
192,1,running,1.5056,8.9999,1.1122,0.4761,0.2702,0.4294,22.295,4.3909,-38.9495,146.5888,37.5888
193,1,walking,0.2831,9.52,-0.1789,0.1565,0.0064,0.0512,18.0484,8.9682,-41.2055,85.4097,36.5473
194,1,lying,0.4169,-0.1818,9.6632,-0.0743,0.0104,-0.0792,20.7073,8.984,-39.0213,63.0767,36.4605
195,1,walking,-0.1547,10.0619,-0.1176,0.0819,0.0908,0.1701,21.8827,3.8245,-40.6421,81.3659,36.9933
196,1,running,1.0739,9.163,0.9531,0.5524,0.3006,0.4605,22.5985,6.5443,-40.4228,156.5142,37.4989
197,1,standing,0.0107,9.8304,-0.7836,0.0572,0.089,0.0757,20.4276,7.1297,-40.6107,71.301,36.5472
198,1,cycling,0.3693,8.8722,-0.53,0.2726,0.1926,0.143,22.0998,2.58,-40.462,119.1891,36.9579
199,1,cycling,0.3942,9.3448,0.2331,0.3961,0.1901,0.1339,18.3059,2.8724,-43.6012,122.3473,37.2216
200,1,lying,0.348,-0.3785,9.5961,-0.0286,-0.0352,-0.0189,18.1895,6.1438,-39.9193,62.943,36.424
201,1,standing,-0.3064,9.8925,-0.2494,0.0411,-0.0392,0.0101,18.8952,3.4836,-39.0475,72.4675,37.254
202,1,running,1.2013,8.9064,0.7271,0.4623,0.2969,0.3288,18.7164,4.3702,-40.2021,152.8475,37.8416
203,1,running,0.8442,8.9666,0.9628,0.5102,0.2057,0.3863,18.141,7.5662,-40.7576,150.8201,37.8057
204,1,walking,0.0763,9.7567,-0.3289,0.136,0.0052,0.0656,22.9179,9.2137,-43.6347,90.7756,36.3123
205,1,sitting,0.1085,9.571,0.2958,0.075,-0.0258,-0.0227,22.5145,7.2525,-40.8552,73.0171,36.6873
206,1,walking,0.5699,9.0965,-0.1922,0.1084,-0.0512,0.0782,19.2229,2.939,-41.4802,88.3862,37.182
207,1,walking,0.4483,9.3916,0.5304,0.0562,0.06,0.1026,18.3946,2.8324,-40.6337,89.6269,36.6613
208,1,running,1.0795,8.8521,1.0801,0.5265,0.3002,0.3362,17.5886,4.699,-43.1701,156.1828,37.2368
209,1,walking,-0.1104,10.0065,-0.1169,0.1674,0.0928,0.1247,20.0688,4.1383,-41.213,100.6238,36.5632
210,1,lying,0.0194,0.2825,9.4724,-0.0396,0.0038,-0.1307,22.4467,3.315,-43.2644,58.4428,36.1546
211,1,cycling,0.0461,9.5264,0.3135,0.3222,0.2658,0.1676,19.7735,2.4023,-39.4275,128.9169,36.8961
212,1,running,1.367,9.4416,0.6939,0.5198,0.2269,0.4188,23.7516,4.4536,-38.7565,149.7183,37.6342
213,1,sitting,-0.1214,9.7299,-0.1555,0.0302,0.0725,0.0809,18.4356,4.4681,-43.1522,68.6502,36.4174
214,1,walking,-0.0998,10.0129,0.5593,0.0576,-0.0111,0.1109,19.1326,6.326,-40.8108,92.7068,36.9281
215,1,running,0.8788,9.2502,0.5199,0.4871,0.3583,0.3658,19.3187,3.6426,-40.6157,156.5808,37.513
216,1,standing,0.1677,9.9003,-0.6619,-0.088,-0.0272,0.0079,19.9758,6.4536,-41.0668,75.5999,36.2891
217,1,cycling,1.0317,8.9674,0.1551,0.256,0.2772,0.0998,21.7605,3.703,-39.4116,122.7897,37.3052
